Time,Open,High,Low,Last,Change,%Chg,Volume
"2024-11-13 17:11",235.39,235.39,235.39,235.39,0.04,+0.02%,100
"2024-11-13 17:10",235.39,235.39,235.35,235.35,-0.02,-0.01%,1306
"2024-11-13 17:09",235.37,235.37,235.37,235.37,-0.02,-0.01%,129
"2024-11-13 17:07",235.37,235.39,235.37,235.39,0.02,+0.01%,300
"2024-11-13 17:06",235.39,235.39,235.37,235.37,-0.02,-0.01%,2575
"2024-11-13 17:05",235.37,235.39,235.37,235.39,0.1099,+0.05%,765
"2024-11-13 17:01",235.28,235.2801,235.28,235.2801,-0.0999,-0.04%,3950
"2024-11-13 17:00",235.38,235.38,235.38,235.38,0.01,0.00%,450
"2024-11-13 16:59",235.37,235.37,235.37,235.37,0.06,+0.03%,100
"2024-11-13 16:58",235.32,235.32,235.31,235.31,-0.02,-0.01%,1371
"2024-11-13 16:57",235.37,235.37,235.3299,235.33,-0.06,-0.03%,1845
"2024-11-13 16:56",235.4,235.4299,235.39,235.39,-0.01,0.00%,2535
"2024-11-13 16:55",235.11,235.41,235.11,235.4,0.29,+0.12%,6421
"2024-11-13 16:54",235.4199,235.42,235.11,235.11,-0.31,-0.13%,84263
"2024-11-13 16:53",235.43,235.43,235.41,235.42,-0.0003,0.00%,7980
"2024-11-13 16:52",235.49,235.49,235.4203,235.4203,-0.0897,-0.04%,2587
"2024-11-13 16:49",235.54,235.54,235.48,235.51,-0.03,-0.01%,2906
"2024-11-13 16:48",235.5,235.54,235.5,235.54,0.03,+0.01%,1892
"2024-11-13 16:47",235.5,235.51,235.49,235.51,-0.01,0.00%,1448
"2024-11-13 16:46",235.53,235.53,235.52,235.52,0.01,0.00%,3800
"2024-11-13 16:45",235.54,235.54,235.51,235.51,-0.04,-0.02%,1300
"2024-11-13 16:44",235.56,235.58,235.55,235.55,0.01,0.00%,6959
"2024-11-13 16:43",235.574,235.58,235.54,235.54,-0.03,-0.01%,5236
"2024-11-13 16:42",235.55,235.57,235.54,235.57,0,0.00%,4157
"2024-11-13 16:41",235.57,235.57,235.57,235.57,0.03,+0.01%,100
"2024-11-13 16:40",235.59,235.6,235.54,235.54,-0.06,-0.03%,4648
"2024-11-13 16:39",235.62,235.62,235.6,235.6,0,0.00%,3300
"2024-11-13 16:38",235.59,235.6,235.59,235.6,0.01,0.00%,8439
"2024-11-13 16:36",235.59,235.59,235.59,235.59,0.02,+0.01%,100
"2024-11-13 16:35",235.55,235.58,235.55,235.57,0.02,+0.01%,15200
"2024-11-13 16:34",235.56,235.56,235.55,235.55,-0.03,-0.01%,2500
"2024-11-13 16:33",235.57,235.59,235.57,235.58,0.01,0.00%,5228
"2024-11-13 16:32",235.57,235.57,235.57,235.57,-0.02,-0.01%,100
"2024-11-13 16:30",235.52,235.59,235.5,235.59,0.06,+0.03%,6225
"2024-11-13 16:29",235.55,235.55,235.53,235.53,0.01,0.00%,4075
"2024-11-13 16:28",235.53,235.53,235.52,235.52,0,0.00%,708
"2024-11-13 16:27",235.51,235.54,235.51,235.52,0.03,+0.01%,900
"2024-11-13 16:26",235.48,235.49,235.48,235.49,0.01,0.00%,228
"2024-11-13 16:25",235.49,235.49,235.47,235.48,0.01,0.00%,917
"2024-11-13 16:23",235.47,235.47,235.47,235.47,-0.02,-0.01%,100
"2024-11-13 16:22",235.49,235.49,235.48,235.49,0.01,0.00%,850
"2024-11-13 16:21",235.47,235.49,235.47,235.48,0.01,0.00%,815
"2024-11-13 16:20",235.49,235.49,235.47,235.47,0.02,+0.01%,2290
"2024-11-13 16:19",235.46,235.47,235.45,235.45,-0.02,-0.01%,1539
"2024-11-13 16:18",235.47,235.47,235.46,235.47,-0.04,-0.02%,2600
"2024-11-13 16:16",235.51,235.52,235.4,235.51,-0.05,-0.02%,24239
"2024-11-13 16:15",235.56,235.56,235.56,235.56,0.07,+0.03%,200
"2024-11-13 16:14",235.57,235.58,235.49,235.49,-0.06,-0.03%,54362
"2024-11-13 16:13",235.48,235.55,235.3,235.55,0.03,+0.01%,36964
"2024-11-13 16:12",235.48,235.52,235.48,235.52,0.04,+0.02%,2201
"2024-11-13 16:11",235.52,235.52,235.48,235.48,0.0496,+0.02%,2550
"2024-11-13 16:10",235.48,235.48,235.43,235.4304,-0.0296,-0.01%,1604
"2024-11-13 16:09",235.5,235.5,235.45,235.46,-0.03,-0.01%,4200
"2024-11-13 16:08",235.45,235.49,235.45,235.49,0.04,+0.02%,1360
"2024-11-13 16:07",235.46,235.51,235.45,235.45,0.02,+0.01%,7363
"2024-11-13 16:06",235.44,235.46,235.38,235.43,-0.01,0.00%,14047
"2024-11-13 16:05",235.4,235.45,235.36,235.44,0.04,+0.02%,16730
"2024-11-13 16:04",235.3,235.4,235.11,235.4,0.13,+0.06%,45463
"2024-11-13 16:03",235.27,235.3,235.25,235.27,0.03,+0.01%,10269
"2024-11-13 16:02",235.19,235.28,235.18,235.24,0.06,+0.03%,41808
"2024-11-13 16:01",235.24,235.27,235.11,235.18,-0.05,-0.02%,320568
"2024-11-13 16:00",235.13,235.23,235.06,235.23,0.09,+0.04%,72445
"2024-11-13 15:59",235.12,235.21,235.09,235.14,0.025,+0.01%,1444786
"2024-11-13 15:58",235.1,235.21,235.08,235.115,0.015,+0.01%,396408
"2024-11-13 15:57",234.95,235.1,234.88,235.1,0.15,+0.06%,304644
"2024-11-13 15:56",234.93,234.95,234.833,234.95,0.0101,0.00%,128067
"2024-11-13 15:55",235.12,235.12,234.9,234.9399,-0.1901,-0.08%,119759
"2024-11-13 15:54",235.31,235.34,235.12,235.13,-0.17,-0.07%,114852
"2024-11-13 15:53",235.33,235.35,235.26,235.3,-0.04,-0.02%,82908
"2024-11-13 15:52",235.32,235.41,235.31,235.34,0.02,+0.01%,68369
"2024-11-13 15:51",235.27,235.38,235.145,235.32,0.04,+0.02%,130029
"2024-11-13 15:50",235.68,235.68,235.28,235.28,-0.41,-0.17%,209370
"2024-11-13 15:49",235.72,235.73,235.63,235.69,-0.03,-0.01%,48591
"2024-11-13 15:48",235.82,235.83,235.72,235.72,-0.1,-0.04%,49979
"2024-11-13 15:47",235.775,235.84,235.775,235.82,0.045,+0.02%,38247
"2024-11-13 15:46",235.89,235.89,235.75,235.775,-0.105,-0.04%,39911
"2024-11-13 15:45",235.91,235.97,235.86,235.88,-0.0201,-0.01%,37236
"2024-11-13 15:44",235.93,235.97,235.83,235.9001,-0.0299,-0.01%,56844
"2024-11-13 15:43",236.04,236.04,235.91,235.93,-0.12,-0.05%,26937
"2024-11-13 15:42",236.085,236.15,236.045,236.05,-0.03,-0.01%,88969
"2024-11-13 15:41",236.115,236.17,236.05,236.08,-0.03,-0.01%,31308
"2024-11-13 15:40",236.165,236.165,236.08,236.11,-0.055,-0.02%,34701
"2024-11-13 15:39",236.15,236.17,236.12,236.165,0.02,+0.01%,30881
"2024-11-13 15:38",236.05,236.1599,236.045,236.145,0.095,+0.04%,38245
"2024-11-13 15:37",236.01,236.1,236.01,236.05,0.035,+0.01%,72385
"2024-11-13 15:36",236.11,236.135,236.015,236.015,-0.085,-0.04%,27365
"2024-11-13 15:35",235.97,236.19,235.96,236.1,0.135,+0.06%,102481
"2024-11-13 15:34",235.75,236.01,235.75,235.965,0.215,+0.09%,70169
"2024-11-13 15:33",235.86,236.01,235.7413,235.75,-0.125,-0.05%,103710
"2024-11-13 15:32",235.845,235.89,235.75,235.875,0.035,+0.01%,19312
"2024-11-13 15:31",235.82,235.93,235.82,235.84,0.02,+0.01%,23564
"2024-11-13 15:30",235.93,235.94,235.78,235.82,-0.1,-0.04%,70087
"2024-11-13 15:29",235.94,236.01,235.91,235.92,-0.03,-0.01%,16291
"2024-11-13 15:28",235.95,235.955,235.87,235.95,0.01,0.00%,22922
"2024-11-13 15:27",235.98,236.025,235.9,235.94,-0.08,-0.03%,24691
"2024-11-13 15:26",236.04,236.11,235.98,236.02,-0.02,-0.01%,21208
"2024-11-13 15:25",236.14,236.16,236.01,236.04,-0.1,-0.04%,14702
"2024-11-13 15:24",236.11,236.19,236.0358,236.14,0.04,+0.02%,25820
"2024-11-13 15:23",236.25,236.25,236.075,236.1,-0.17,-0.07%,64526
"2024-11-13 15:22",236.385,236.43,236.25,236.27,-0.11,-0.05%,75635
"2024-11-13 15:21",236.2,236.4,236.2,236.38,0.18,+0.08%,86341
"2024-11-13 15:20",236.01,236.23,236.005,236.2,0.19,+0.08%,134271
"2024-11-13 15:19",235.97,236.02,235.91,236.01,0.0348,+0.01%,22841
"2024-11-13 15:18",236.025,236.03,235.875,235.9752,-0.0498,-0.02%,41739
"2024-11-13 15:17",235.94,236.03,235.86,236.025,0.085,+0.04%,100870
"2024-11-13 15:16",235.81,235.97,235.77,235.94,0.14,+0.06%,37580
"2024-11-13 15:15",235.74,235.85,235.68,235.8,0.065,+0.03%,71260
"2024-11-13 15:14",235.585,235.7675,235.585,235.735,0.155,+0.07%,52030
"2024-11-13 15:13",235.63,235.635,235.54,235.58,-0.07,-0.03%,26615
"2024-11-13 15:12",235.64,235.76,235.59,235.65,0.015,+0.01%,45078
"2024-11-13 15:11",235.52,235.64,235.52,235.635,0.095,+0.04%,37290
"2024-11-13 15:10",235.535,235.61,235.49,235.54,0,0.00%,30164
"2024-11-13 15:09",235.46,235.565,235.3837,235.54,0.0801,+0.03%,57827
"2024-11-13 15:08",235.35,235.47,235.33,235.4599,0.1299,+0.06%,30420
"2024-11-13 15:07",235.195,235.35,235.19,235.33,0.15,+0.06%,37399
"2024-11-13 15:06",235.24,235.26,235.1,235.18,-0.06,-0.03%,97092
"2024-11-13 15:05",235.35,235.46,235.24,235.24,-0.13,-0.06%,38827
"2024-11-13 15:04",235.19,235.38,235.13,235.37,0.165,+0.07%,58444
"2024-11-13 15:03",235.42,235.44,235.14,235.205,-0.215,-0.09%,69079
"2024-11-13 15:02",235.6,235.62,235.42,235.42,-0.185,-0.08%,51353
"2024-11-13 15:01",235.64,235.7,235.605,235.605,-0.035,-0.01%,28450
"2024-11-13 15:00",235.76,235.78,235.615,235.64,-0.14,-0.06%,87588
"2024-11-13 14:59",235.725,235.8,235.7001,235.78,0.0501,+0.02%,23456
"2024-11-13 14:58",235.765,235.85,235.71,235.7299,-0.0351,-0.01%,21832
"2024-11-13 14:57",235.78,235.8481,235.75,235.765,-0.035,-0.01%,24564
"2024-11-13 14:56",235.83,235.83,235.78,235.8,-0.035,-0.01%,14764
"2024-11-13 14:55",235.94,235.94,235.77,235.835,-0.0881,-0.04%,42613
"2024-11-13 14:54",236,236.03,235.92,235.9231,-0.0769,-0.03%,49083
"2024-11-13 14:53",235.95,236.03,235.94,236,0.04,+0.02%,51506
"2024-11-13 14:52",235.84,235.99,235.84,235.96,0.11,+0.05%,17154
"2024-11-13 14:51",236.08,236.08,235.835,235.85,-0.22,-0.09%,68882
"2024-11-13 14:50",235.965,236.09,235.89,236.07,0.1,+0.04%,29747
"2024-11-13 14:49",235.91,235.98,235.9,235.97,0.0501,+0.02%,11458
"2024-11-13 14:48",236.1,236.1,235.86,235.9199,-0.1901,-0.08%,33213
"2024-11-13 14:47",236.06,236.11,236.04,236.11,0.05,+0.02%,26133
"2024-11-13 14:46",235.87,236.06,235.82,236.06,0.12,+0.05%,36036
"2024-11-13 14:45",235.91,236.01,235.8206,235.94,0.035,+0.01%,118326
"2024-11-13 14:44",235.74,235.9097,235.74,235.905,0.155,+0.07%,43195
"2024-11-13 14:43",235.81,235.82,235.71,235.75,-0.06,-0.03%,31839
"2024-11-13 14:42",235.98,236.02,235.76,235.81,-0.19,-0.08%,63659
"2024-11-13 14:41",236.19,236.19,235.8701,236,-0.19,-0.08%,96029
"2024-11-13 14:40",236.17,236.22,236.06,236.19,0.02,+0.01%,66200
"2024-11-13 14:39",236.36,236.36,236.16,236.17,-0.172,-0.07%,68164
"2024-11-13 14:38",236.29,236.375,236.26,236.342,0.052,+0.02%,49116
"2024-11-13 14:37",236.165,236.32,236.165,236.29,0.12,+0.05%,132700
"2024-11-13 14:36",236.27,236.28,236.16,236.17,-0.1,-0.04%,60686
"2024-11-13 14:35",236.45,236.45,236.24,236.27,-0.185,-0.08%,42823
"2024-11-13 14:34",236.57,236.57,236.42,236.455,-0.115,-0.05%,37621
"2024-11-13 14:33",236.64,236.65,236.52,236.57,-0.06,-0.03%,90360
"2024-11-13 14:32",236.48,236.65,236.455,236.63,0.15,+0.06%,44782
"2024-11-13 14:31",236.55,236.59,236.44,236.48,-0.0609,-0.03%,72309
"2024-11-13 14:30",236.62,236.62,236.505,236.5409,-0.0691,-0.03%,47964
"2024-11-13 14:29",236.64,236.6704,236.555,236.61,-0.02,-0.01%,27876
"2024-11-13 14:28",236.82,236.86,236.63,236.63,-0.16,-0.07%,30313
"2024-11-13 14:27",236.78,236.8172,236.7,236.79,0.03,+0.01%,34140
"2024-11-13 14:26",236.87,236.89,236.74,236.76,-0.1099,-0.05%,40335
"2024-11-13 14:25",236.875,236.93,236.78,236.8699,-0.0101,0.00%,49488
"2024-11-13 14:24",236.83,236.89,236.81,236.88,0.06,+0.03%,26458
"2024-11-13 14:23",237.0199,237.0199,236.795,236.82,-0.21,-0.09%,38737
"2024-11-13 14:22",236.95,237.03,236.93,237.03,0.09,+0.04%,10531
"2024-11-13 14:21",236.898,237,236.88,236.94,0.06,+0.03%,30643
"2024-11-13 14:20",236.896,236.97,236.85,236.88,-0.02,-0.01%,53099
"2024-11-13 14:19",237,237.02,236.9,236.9,-0.13,-0.05%,26965
"2024-11-13 14:18",237.13,237.13,236.89,237.03,-0.11,-0.05%,85013
"2024-11-13 14:17",237.21,237.215,237.12,237.14,-0.07,-0.03%,23636
"2024-11-13 14:16",237.35,237.4,237.19,237.21,-0.14,-0.06%,29396
"2024-11-13 14:15",237.24,237.36,237.21,237.35,0.1,+0.04%,30484
"2024-11-13 14:14",237.21,237.38,237.21,237.25,0.03,+0.01%,35984
"2024-11-13 14:13",237.22,237.42,237.2,237.22,0,0.00%,118906
"2024-11-13 14:12",237.32,237.36,237.19,237.22,-0.1,-0.04%,53862
"2024-11-13 14:11",237.235,237.32,237.21,237.32,0.08,+0.03%,30864
"2024-11-13 14:10",237.32,237.32,237.23,237.24,-0.09,-0.04%,42246
"2024-11-13 14:09",237.29,237.35,237.26,237.33,0.03,+0.01%,13148
"2024-11-13 14:08",237.25,237.35,237.24,237.3,0.04,+0.02%,25763
"2024-11-13 14:07",237.35,237.38,237.24,237.26,-0.0915,-0.04%,24266
"2024-11-13 14:06",237.34,237.39,237.3199,237.3515,0.0165,+0.01%,20126
"2024-11-13 14:05",237.49,237.56,237.335,237.335,-0.155,-0.07%,13751
"2024-11-13 14:04",237.48,237.53,237.44,237.49,0.02,+0.01%,14425
"2024-11-13 14:03",237.6,237.62,237.47,237.47,-0.13,-0.05%,18727
"2024-11-13 14:02",237.57,237.62,237.5101,237.6,0.04,+0.02%,14429
"2024-11-13 14:01",237.44,237.56,237.41,237.56,0.13,+0.05%,19299
"2024-11-13 14:00",237.44,237.47,237.39,237.43,0.01,0.00%,13546
"2024-11-13 13:59",237.49,237.5,237.39,237.42,-0.075,-0.03%,15800
"2024-11-13 13:58",237.5,237.51,237.43,237.495,-0.0149,-0.01%,25667
"2024-11-13 13:57",237.6199,237.6199,237.505,237.5099,-0.1201,-0.05%,29503
"2024-11-13 13:56",237.66,237.69,237.62,237.63,-0.05,-0.02%,14152
"2024-11-13 13:55",237.69,237.71,237.67,237.68,-0.02,-0.01%,11418
"2024-11-13 13:54",237.76,237.76,237.7,237.7,-0.08,-0.03%,6939
"2024-11-13 13:53",237.73,237.8,237.72,237.78,0.07,+0.03%,7134
"2024-11-13 13:52",237.73,237.74,237.69,237.71,-0.03,-0.01%,7466
"2024-11-13 13:51",237.7824,237.83,237.74,237.74,-0.04,-0.02%,7475
"2024-11-13 13:50",237.77,237.8,237.7,237.78,0.005,0.00%,19125
"2024-11-13 13:49",237.84,237.88,237.77,237.775,-0.065,-0.03%,12046
"2024-11-13 13:48",237.82,237.85,237.8,237.84,0.01,0.00%,8893
"2024-11-13 13:47",237.77,237.83,237.75,237.83,0.07,+0.03%,10312
"2024-11-13 13:46",237.79,237.86,237.76,237.76,-0.02,-0.01%,45160
"2024-11-13 13:45",237.79,237.85,237.74,237.78,-0.02,-0.01%,7149
"2024-11-13 13:44",237.77,237.805,237.7501,237.8,0.03,+0.01%,12091
"2024-11-13 13:43",237.76,237.77,237.74,237.77,0.015,+0.01%,11919
"2024-11-13 13:42",237.82,237.82,237.72,237.755,-0.065,-0.03%,12284
"2024-11-13 13:41",237.68,237.83,237.68,237.82,0.13,+0.05%,30475
"2024-11-13 13:40",237.7701,237.8,237.69,237.69,-0.0999,-0.04%,77904
"2024-11-13 13:39",237.91,237.91,237.7501,237.7899,-0.1101,-0.05%,7415
"2024-11-13 13:38",237.81,237.92,237.81,237.9,0.08,+0.03%,25958
"2024-11-13 13:37",237.92,237.94,237.78,237.82,-0.12,-0.05%,40943
"2024-11-13 13:36",237.94,237.95,237.86,237.94,0.01,0.00%,40463
"2024-11-13 13:35",238.1,238.13,237.93,237.93,-0.15,-0.06%,15570
"2024-11-13 13:34",238.2199,238.2399,238.08,238.08,-0.15,-0.06%,22213
"2024-11-13 13:33",238.23,238.24,238.19,238.23,-0.005,0.00%,28624
"2024-11-13 13:32",238.22,238.26,238.2008,238.235,0.015,+0.01%,28981
"2024-11-13 13:31",238.095,238.2299,238.06,238.22,0.14,+0.06%,22789
"2024-11-13 13:30",238.07,238.09,238.01,238.08,0.01,0.00%,12498
"2024-11-13 13:29",238.065,238.085,238.06,238.07,0,0.00%,5472
"2024-11-13 13:28",238.1,238.11,238.04,238.07,-0.02,-0.01%,19238
"2024-11-13 13:27",238.02,238.11,238.02,238.09,0.08,+0.03%,10252
"2024-11-13 13:26",238.07,238.1,238.0001,238.01,-0.05,-0.02%,12673
"2024-11-13 13:25",238.03,238.08,238,238.06,0.07,+0.03%,22625
"2024-11-13 13:24",238.06,238.12,237.99,237.99,-0.0675,-0.03%,26253
"2024-11-13 13:23",238.035,238.06,237.95,238.0575,0.0275,+0.01%,28649
"2024-11-13 13:22",237.99,238.055,237.99,238.03,0.06,+0.03%,22392
"2024-11-13 13:21",237.94,238,237.93,237.97,0.02,+0.01%,8228
"2024-11-13 13:20",237.955,238.01,237.95,237.95,-0.005,0.00%,14368
"2024-11-13 13:19",237.9185,237.96,237.88,237.955,0.04,+0.02%,28562
"2024-11-13 13:18",237.98,238.025,237.9001,237.915,-0.075,-0.03%,9546
"2024-11-13 13:17",238.05,238.05,237.975,237.99,-0.06,-0.03%,13770
"2024-11-13 13:16",238.06,238.06,237.9399,238.05,0.0153,+0.01%,10945
"2024-11-13 13:15",238.02,238.1,237.96,238.0347,-0.0053,0.00%,9781
"2024-11-13 13:14",238.06,238.1,237.98,238.04,-0.01,0.00%,14566
"2024-11-13 13:13",237.96,238.155,237.96,238.05,0.09,+0.04%,30011
"2024-11-13 13:12",237.88,237.98,237.81,237.96,0.08,+0.03%,51643
"2024-11-13 13:11",238.075,238.075,237.86,237.88,-0.22,-0.09%,20279
"2024-11-13 13:10",238.09,238.125,238.02,238.1,0.005,0.00%,24792
"2024-11-13 13:09",238.16,238.16,238.075,238.095,-0.055,-0.02%,7340
"2024-11-13 13:08",238.105,238.175,238.1,238.15,0.04,+0.02%,16810
"2024-11-13 13:07",238.25,238.28,238.11,238.11,-0.14,-0.06%,13574
"2024-11-13 13:06",238.2,238.25,238.0808,238.25,0.05,+0.02%,16104
"2024-11-13 13:05",238.35,238.35,238.17,238.2,-0.15,-0.06%,27890
"2024-11-13 13:04",238.29,238.37,238.29,238.35,0.05,+0.02%,20913
"2024-11-13 13:03",238.28,238.32,238.24,238.3,0.01,0.00%,11830
"2024-11-13 13:02",238.375,238.375,238.265,238.29,-0.09,-0.04%,5229
"2024-11-13 13:01",238.28,238.38,238.28,238.38,0.09,+0.04%,20728
"2024-11-13 13:00",238.39,238.41,238.25,238.29,-0.1,-0.04%,24772
"2024-11-13 12:59",238.41,238.43,238.35,238.39,-0.02,-0.01%,5448
"2024-11-13 12:58",238.335,238.42,238.335,238.41,0.0701,+0.03%,13580
"2024-11-13 12:57",238.39,238.415,238.31,238.3399,-0.0601,-0.03%,7562
"2024-11-13 12:56",238.385,238.4,238.33,238.4,0.025,+0.01%,16502
"2024-11-13 12:55",238.4,238.43,238.37,238.375,-0.035,-0.01%,7075
"2024-11-13 12:54",238.34,238.43,238.335,238.41,0.08,+0.03%,7263
"2024-11-13 12:53",238.36,238.36,238.24,238.33,-0.05,-0.02%,12090
"2024-11-13 12:52",238.38,238.4,238.33,238.38,-0.005,0.00%,6733
"2024-11-13 12:51",238.33,238.43,238.33,238.385,0.055,+0.02%,22199
"2024-11-13 12:50",238.38,238.38,238.32,238.33,-0.0499,-0.02%,31203
"2024-11-13 12:49",238.47,238.47,238.31,238.3799,-0.1101,-0.05%,19550
"2024-11-13 12:48",238.35,238.49,238.34,238.49,0.14,+0.06%,29220
"2024-11-13 12:47",238.255,238.36,238.24,238.35,0.09,+0.04%,12216
"2024-11-13 12:46",238.19,238.32,238.19,238.26,0.07,+0.03%,36223
"2024-11-13 12:45",238.07,238.21,238.07,238.19,0.13,+0.05%,16728
"2024-11-13 12:44",238.0951,238.12,238.03,238.06,-0.05,-0.02%,11028
"2024-11-13 12:43",238.07,238.11,237.95,238.11,0.04,+0.02%,36565
"2024-11-13 12:42",238.1,238.11,237.98,238.07,0.01,0.00%,14316
"2024-11-13 12:41",238.2,238.21,238.055,238.06,-0.09,-0.04%,6343
"2024-11-13 12:40",238.1399,238.21,238.125,238.15,0.04,+0.02%,15196
"2024-11-13 12:39",238.16,238.16,238.1,238.11,-0.05,-0.02%,6097
"2024-11-13 12:38",238.1,238.16,238.1,238.16,0.06,+0.03%,11117
"2024-11-13 12:37",238.23,238.2499,238.1,238.1,-0.1,-0.04%,11723
"2024-11-13 12:36",238.1,238.25,238.09,238.2,0.1,+0.04%,23732
"2024-11-13 12:35",238.07,238.1201,238.02,238.1,0.04,+0.02%,14773
"2024-11-13 12:34",238.08,238.105,238.01,238.06,-0.02,-0.01%,22533
"2024-11-13 12:33",238.04,238.105,238.015,238.08,0.03,+0.01%,16347
"2024-11-13 12:32",238.12,238.13,238,238.05,-0.06,-0.03%,35315
"2024-11-13 12:31",238.02,238.11,237.98,238.11,0.08,+0.03%,11937
