Run Date,Strategy,company,ticker,maxProfit,breakeven,nextEPSDate,releaseTime,confirmDate,expDate,lastTrade,avgEPSMove,maxReturn,maxRisk,epsImpact,longStrike,shortBid,shortStrike,longAsk,maxLoss,ewRating,totRatings,netRatings,Strike_Hit,Hit_Date,Max_Favorable,Min_Unfavorable,Day0_Check,Day1_Check,Day2_Check,Day3_Check,Day4_Check,Day5_Check,Exp_Result,Risk_Reward,Peak_Profit_Date,Hit_RSI,Hit_SMA20,Hit_SMA50,Hit_EMA9,Hit_EMA21,Hit_VWAP,Hit_RVOL,Hit_ATR,Hit_PriceVsSMA20,Hit_PriceVsVWAP,GF_Name,GF_Price,GF_ChangePct,GF_High,GF_Low,GF_High52,GF_Low52,GF_Volume,GF_AvgVol10,GF_MktCap,GF_PE,GF_Beta,HV_30D,RVOL_10,Ret_5D,Ret_20D,GapPct,Days_To_Exp,Success_Score,Historical_High,Historical_Low,Ever_Hit_Strike,First_Hit_Date,Last_Update,Total_Hit_Days
2025-08-15 16:44:03,Bull Spreads,Futu Holdings Ltd,FUTU,6.45,178.55,2025-08-20 0:00:00,1,2025-08-06 5:59:58,2025-08-22 0:00:00,174.75,0.0524,0.0369,0.0346,0.0953,172.5,3.85,185,9.9,6.05,1.36,6,0,"[""0.009855"",""0.002348"",""-0.021217"",""0.036058"",""0.045681"",""0.105159""]",2025-08-15,"[""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]","[""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]",174.2,172.9,168.84,178.72,180.38,190.64,190.64,,,"[null,""56.59"",""52.55"",""53.78"",""59.98"",""89.63""]","[null,""174.46"",""163.60"",""177.39"",""182.74"",""180.90""]","[null,""164.06"",""165.31"",""172.67"",""179.57"",""181.31""]","[null,""174.91"",""172.93"",""177.94"",""183.31"",""182.35""]","[null,""173.87"",""169.74"",""176.61"",""182.24"",""181.40""]","[""176.71"",""175.09"",""173.93"",""171.48"",""172.59"",""174.01""]","[""0.11"",""11.91"",""0.59"",""2.83"",""1.09"",""0.00""]","[null,""0.4425"",""0.4586"",""0.4530"",""0.9763"",""1.0300""]","[null,""1.74"",""6.43"",""0.75"",""0.62"",""5.39""]","[""0.34"",""1.37"",""0.11"",""4.23"",""6.54"",""9.56""]",Futu Holdings Ltd,190.64,5.65,194.32,184.74,194.32,56.22,3105782,1128812,18069522569,26.5,0.49,55.83868859,2.751372239,9.406025825,16.52099505,3.004106332,-1,50,190.64,190.64,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Medtronic, Inc.",MDT,2.76,93.24,2025-08-19 0:00:00,1,2025-08-05 17:38:42,2025-08-22 0:00:00,91.98,0.0332,0.03,0.0243,0.0489,91,0.5,96,2.74,2.24,1.93,5,1,"[""0.021978"",""0.020110"",""-0.012088"",""0.024396"",""0.001209"",""0.018791""]",2025-08-15,"[""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]","[""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]",93,92.83,89.9,93.22,91.11,92.71,92.71,,,"[""83.06"",""61.11"",""43.45"",""80.33"",""42.48"",""87.07""]","[""92.96"",""93.12"",""89.96"",""93.01"",""93.32"",""91.27""]","[""92.77"",""93.12"",""89.96"",""91.30"",""93.36"",""91.41""]","[""93.08"",""93.21"",""89.92"",""93.54"",""93.24"",""91.47""]","[""92.98"",""93.15"",""89.95"",""92.86"",""93.29"",""91.36""]","[""92.53"",""92.78"",""90.77"",""90.88"",""91.50"",""91.55""]","[""1.48"",""2.18"",""4.37"",""3.02"",""2.30"",""0.00""]","[""0.0524"",""0.0680"",""0.0807"",""0.2893"",""0.1511"",""0.1833""]","[""0.19"",""0.18"",""-0.07"",""1.01"",""-0.13"",""1.58""]","[""0.66"",""0.55"",""-0.96"",""3.38"",""1.85"",""1.26""]",Medtronic PLC,92.71,1.76,92.96,91.68,96.25,79.29,4876003,6782958,118785984266,25.6,0.8,21.75092157,0.7188608569,-0.3332616642,-0.247471487,1.123472949,-1,60,92.71,92.71,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Gap, Inc.",GAP,2.69,21.81,2025-08-28 0:00:00,3,2025-08-07 16:29:29,2025-08-29 0:00:00,20.88,0.1506,0.1288,0.0627,0.0773,20.5,0.27,24.5,1.58,1.31,2.4,8,0,,,,,,,,,,,,,,,,,,,,,,,,Gap Inc,21.42,1.11,21.63,20.65,29.29,16.99,11285194,6860762,7991084458,9.35,2.16,36.06591557,1.644889299,3.528274529,3.678606002,2.832453193,6,78.44889299,21.42,21.42,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Snowflake,SNOW,22.2,202.8,2025-08-27 0:00:00,3,2025-08-04 9:21:57,2025-08-29 0:00:00,194.9,0.1481,0.1139,0.0528,0.0708,192.5,3.25,225,13.55,10.3,4.88,9,5,,,,,,,,,,,,,,,,,,,,,,,,Snowflake Inc,196.81,1.08,199.91,191.24,229.27,107.13,3107867,5214015,65667230165,,1.22,39.64205553,0.5960602338,-1.140245128,-10.34121452,0.8454601353,6,72,196.81,196.81,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Affirm Holdings, Inc.",AFRM,8.58,81.42,2025-08-28 0:00:00,3,2025-07-31 16:11:15,2025-08-29 0:00:00,77.02,0.1556,0.1113,0.0573,0.0818,77,1.78,90,6.2,4.42,1.59,6,2,,,,,,,,,,,,,,,,,,,,,,,,Affirm Holdings Inc,79.49,6.71,80.41,74.15,82.53,30.02,8391529,4722605,25643465361,,3.63,58.43202995,1.776885638,0.9781504065,18.48263527,6.999596177,6,79.76885638,79.49,79.49,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Kohl's Corporation,KSS,1.61,14.89,2025-08-27 0:00:00,1,2025-08-04 0:00:00,2025-08-29 0:00:00,14.46,0.1194,0.1113,0.0615,0.1207,14,0.84,16.5,1.73,0.89,0.87,7,-1,,,,,,,,,,,,,,,,,,,,,,,,Kohls Corp,13.89,4.28,14.25,13.31,21.39,6.04,6864149,7354465,1556257862,12.87,1.73,127.856869,0.9333308405,0.871459695,8.600469116,3.734129948,6,52,13.89,13.89,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Dell Technologies,DELL,14.9,145.1,2025-08-28 0:00:00,3,2025-07-28 0:00:00,2025-08-29 0:00:00,138.86,0.1214,0.1073,0.0511,0.0564,138,0.8,160,7.9,7.1,4.03,12,4,,,,,,,,,,,,,,,,,,,,,,,,Dell Technologies Inc,130.84,2.38,132.05,128.12,147.66,66.25,3785951,4402805,88497766067,0,,38.04176615,0.8598952259,-5.380387619,-0.2895900015,1.54443151,6,52,130.84,130.84,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Marvell Technology Group Ltd.,MRVL,7.44,82.56,2025-08-28 0:00:00,3,2025-08-04 9:21:44,2025-08-29 0:00:00,79.04,0.1326,0.0941,0.045,0.068,79,1.69,90,5.25,3.56,3.9,7,7,,,,,,,,,,,,,,,,,,,,,,,,Marvell Technology Inc,73,2.51,74.73,70.68,127.48,47.09,14435874,11843620,62940592700,,1.83,44.23751124,1.218873453,-4.186901168,-1.630508018,2.326885338,6,54.18873453,73,73,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Abercrombie & Fitch Co.,ANF,8.3,101.7,2025-08-27 0:00:00,1,2025-08-01 8:03:35,2025-08-29 0:00:00,97.32,0.1231,0.0852,0.0482,0.0786,97,3,110,7.7,4.7,3.96,8,4,,,,,,,,,,,,,,,,,,,,,,,,Abercrombie & Fitch Co,98.46,6.03,98.73,91.86,171.47,65.4,2743869,1504415,4690959274,9.7,1.54,50.90292524,1.82387772,4.945640588,6.627680312,5.814078452,6,80.2387772,98.46,98.46,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Iris Energy Limited ,IREN,1.54,19.96,2025-08-28 0:00:00,3,2025-08-14 9:06:55,2025-08-29 0:00:00,19.08,0.1143,0.0807,0.0503,0.1124,19,0.94,21.5,1.9,0.96,1.8,6,2,,,,,,,,,,,,,,,,,,,,,,,,IREN Ltd,21.43,9.39,21.72,18.87,21.72,5.13,28734853,18186512,4810152152,,3.98,74.971169,1.58000902,8.836973083,20.93679458,10.23662551,6,77.8000902,21.43,21.43,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,HP Inc.,HPQ,1.83,27.67,2025-08-27 0:00:00,3,2025-08-14 16:16:16,2025-08-29 0:00:00,26.93,0.078,0.0679,0.0434,0.0511,26.5,0.2,29.5,1.37,1.17,0.37,5,-3,,,,,,,,,,,,,,,,,,,,,,,,HP Inc,27.74,4.36,27.75,26.67,39.8,21.21,6574155,7540216,26055424483,10.7,1.3,28.3143359,0.8718788693,3.739715782,8.021806854,3.662182362,6,72,27.74,27.74,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Best Buy Co., Inc.",BBY,4.84,74.16,2025-08-28 0:00:00,1,2025-08-01 17:16:35,2025-08-29 0:00:00,71.74,0.0908,0.0674,0.044,0.0561,71,0.79,79,3.95,3.16,1.15,4,0,,,,,,,,,,,,,,,,,,,,,,,,Best Buy Co Inc,75.39,4.1,75.9,73.18,103.71,54.99,4186390,2862507,15933427584,18.42,1.21,31.41894292,1.462490747,5.249197264,11.78825623,2.75316887,6,76.62490747,75.39,75.39,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,ULTA Beauty,ULTA,26.6,543.4,2025-08-28 0:00:00,3,2025-08-15 9:16:19,2025-08-29 0:00:00,526.18,0.0769,0.0505,0.0349,0.0427,525,5.1,570,23.5,18.4,6.81,11,9,,,,,,,,,,,,,,,,,,,,,,,,Ulta Beauty Inc,529.5,1.79,534.09,526,534.1,309.01,624343,446845,23798700000,20.68,1.12,21.51503123,1.397224989,1.631477927,2.82551704,0.3163897467,6,75.97224989,529.5,529.5,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"DICK'S Sporting Goods, Inc.",DKS,10.5,229.5,2025-08-28 0:00:00,1,2025-08-05 8:04:05,2025-08-29 0:00:00,222.81,0.0751,0.0471,0.0314,0.0469,222.5,3.3,240,10.3,7,2.25,6,2,,,,,,,,,,,,,,,,,,,,,,,,DICK'S Sporting Goods Inc,227.63,1.9,228.52,222.97,254.6,166.37,1583040,943355,18231551770,16.27,1.04,29.60426546,1.678095733,1.63414743,4.806851144,1.475570613,6,78.78095733,227.63,227.63,TRUE,2025-08-23,2025-08-23 15:10:46,0
