Run Date,Strategy,,company,ticker,price,strike,nextEPSDate,releaseTime,lastEPSTime,confirmDate,lastTrade,optionDate,score,openInterest,volume,bid,ask,expDate,epsImpact,avgEPSMove,avgVolume,Strike_Hit,Hit_Date,Max_Favorable,Min_Unfavorable,Day0_Check,Day1_Check,Day2_Check,Day3_Check,Day4_Check,Day5_Check,Exp_Result,Risk_Reward,Peak_Profit_Date,Hit_RSI,Hit_SMA20,Hit_SMA50,Hit_EMA9,Hit_EMA21,Hit_VWAP,Hit_RVOL,Hit_ATR,Hit_PriceVsSMA20,Hit_PriceVsVWAP,GF_Name,GF_Price,GF_ChangePct,GF_High,GF_Low,GF_High52,GF_Low52,GF_Volume,GF_AvgVol10,GF_MktCap,GF_PE,GF_Beta,HV_30D,RVOL_10,Ret_5D,Ret_20D,GapPct,Days_To_Exp,Success_Score,Historical_High,Historical_Low,Ever_Hit_Strike,First_Hit_Date,Last_Update,Total_Hit_Days
2025-08-15 16:44:03,Long Calls,,"Urban Outfitters, Inc",URBN,5.6,76,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-10 20:42:05,77.29,2025-08-14 0:00:00,5,1,5,5.6,5.9,2025-09-05 0:00:00,0.0692,0.1271,2153494.374,,,,,,,,,,,,,,,,,,,,,,,,Urban Outfitters Inc,76.98,4.18,77.33,74.07,80.69,33.86,1486599,2278535,6900653000,16.13,1.44,39.46193035,0.6524363242,-0.7094028118,1.811929639,3.509479629,13,86,76.98,76.98,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Snowflake,SNOW,13,192.5,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-04 9:21:57,194.9,2025-08-14 0:00:00,5,39,5,13.3,13.55,2025-08-29 0:00:00,0.0708,0.1481,4509198.315,,,,,,,,,,,,,,,,,,,,,,,,Snowflake Inc,196.81,1.08,199.91,191.24,229.27,107.13,3107867,5214015,65667230165,,1.22,39.64205553,0.5960602338,-1.140245128,-10.34121452,0.8454601353,6,72,196.81,196.81,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Burlington Stores Inc,BURL,130,150,2025-08-28 0:00:00,1,2025-05-29 6:45:00,2025-08-14 16:15:51,281.33,2025-08-14 0:00:00,4,0,2,130.2,133.8,2025-08-29 0:00:00,0.0649,0.07,1140418.238,,,,,,,,,,,,,,,,,,,,,,,,Burlington Stores Inc,280.84,1.98,282.89,276.22,298.89,212.92,831499,1031109,17717254554,34.57,1.69,29.60664926,0.8064123192,0.2212547284,0.5117927061,0.6414621036,6,72,280.84,280.84,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Dollar General Corporation,DG,5.4,114,2025-08-28 0:00:00,1,2025-06-03 6:50:00,2025-07-31 7:27:38,114.7,2025-08-14 0:00:00,5,85,1,5.8,6.1,2025-09-05 0:00:00,0.0501,0.1137,3547327.203,,,,,,,,,,,,,,,,,,,,,,,,Dollar General Corp,112.4,-0.06,113.75,111.37,125.42,66.43,2428681,2696133,24735924535,21.44,0.31,24.62605602,0.9008016296,-0.3281014454,4.499814057,0.2586745161,13,66,112.4,112.4,FALSE,,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Marvell Technology Group Ltd.,MRVL,5.35,79,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-04 9:21:44,79.04,2025-08-14 0:00:00,5,394,253,5.1,5.25,2025-08-29 0:00:00,0.068,0.1326,19942818.48,,,,,,,,,,,,,,,,,,,,,,,,Marvell Technology Inc,73,2.51,74.73,70.68,127.48,47.09,14435874,11843620,62940592700,,1.83,44.23751124,1.218873453,-4.186901168,-1.630508018,2.326885338,6,54.18873453,73,73,FALSE,,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Dell Technologies,DELL,7.8,138,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-07-28 0:00:00,138.86,2025-08-14 0:00:00,4,89,6,7.65,7.9,2025-08-29 0:00:00,0.0564,0.1214,6162992.745,,,,,,,,,,,,,,,,,,,,,,,,Dell Technologies Inc,130.84,2.38,132.05,128.12,147.66,66.25,3785951,4402805,88497766067,0,,38.04176615,0.8598952259,-5.380387619,-0.2895900015,1.54443151,6,52,130.84,130.84,FALSE,,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"Autodesk, Inc.",ADSK,14.4,280,2025-08-28 0:00:00,3,2025-05-22 16:01:00,2025-08-04 8:05:38,283.75,2025-08-14 0:00:00,5,6,1,13.2,14,2025-09-05 0:00:00,0.0379,0.0328,1584888.23,,,,,,,,,,,,,,,,,,,,,,,,Autodesk Inc,290.23,1.46,291.3,285.28,326.55,232.67,1116927,2227759,62109222351,62.19,1.46,26.51836092,0.5013679666,1.220660552,-4.302954366,1.301919721,13,86,290.23,290.23,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,ULTA Beauty,ULTA,21.47,525,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-15 9:16:19,526.18,2025-08-14 0:00:00,5,24,33,21.9,23.5,2025-08-29 0:00:00,0.0427,0.0769,776918.5106,,,,,,,,,,,,,,,,,,,,,,,,Ulta Beauty Inc,529.5,1.79,534.09,526,534.1,309.01,624343,446845,23798700000,20.68,1.12,21.51503123,1.397224989,1.631477927,2.82551704,0.3163897467,6,75.97224989,529.5,529.5,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"Zscaler, Inc.",ZS,16.9,270,2025-09-02 0:00:00,3,2025-05-29 16:05:00,2025-08-07 8:12:56,270.99,2025-08-14 0:00:00,4,21,21,16.4,18.1,2025-09-05 0:00:00,,0.09,2373877.391,,,,,,,,,,,,,,,,,,,,,,,,Zscaler Inc,272.52,0.8,276.79,269.14,318.46,153.45,882802,1281214,42429410000,,1.06,25.23278479,0.6890355553,-0.8910062916,-4.776547049,0.7840236686,13,86,272.52,272.52,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"Dollar Tree, Inc.",DLTR,5.76,113,2025-09-03 0:00:00,1,2025-06-04 6:30:00,2025-08-13 16:10:06,114.63,2025-08-14 0:00:00,4,14,1,6.5,7,2025-09-05 0:00:00,,0.091,4137018.547,,,,,,,,,,,,,,,,,,,,,,,,Dollar Tree Inc,113.32,0.65,113.87,111.97,118.06,60.49,2223752,2484088,23649396660,,0.88,16.63154093,0.8951985598,-0.1497929333,-0.9527139236,0.389794472,13,86,113.32,113.32,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"UiPath, Inc.",PATH,0.9,10.5,2025-09-04 0:00:00,3,2025-05-29 16:10:00,2025-08-07 16:39:24,10.73,2025-08-14 0:00:00,5,54,9,0.83,0.88,2025-09-05 0:00:00,,0.1108,12378270.83,,,,,,,,,,,,,,,,,,,,,,,,UiPath Inc,11.17,2.62,11.24,10.88,15.93,9.38,10224373,10109430,5976383436,,1.03,31.98955873,1.011369879,1.916058394,-8.29228243,2.1023766,13,86.11369879,11.17,11.17,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Planet Labs PBC ,PL,1.27,6,2025-09-08 0:00:00,1,2004-11-02 7:00:10,2025-08-07 9:40:58,6.82,2025-08-14 0:00:00,5,382,435,1.2,1.3,2025-09-19 0:00:00,,0.192,7610269.386,,,,,,,,,,,,,,,,,,,,,,,,Planet Labs PBC,6.8,5.1,6.84,6.37,7.72,1.76,5216290,4692769,2063329497,,1.8,47.80312539,1.111559082,0.2949852507,2.255639098,4.776579353,27,91.11559082,6.8,6.8,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"REV Group, Inc.",REVG,5.8,50,2025-09-08 0:00:00,1,2025-06-04 7:00:00,,52.96,2025-08-14 0:00:00,5,6,1,5.5,6.1,2025-09-19 0:00:00,,0.0977,735586.1783,,,,,,,,,,,,,,,,,,,,,,,,Rev Group Inc,52.31,3.54,52.53,50.16,53.75,21.54,1006505,669223,2552588922,28.18,1.18,26.19862123,1.503990449,0,9.115561118,3.584158416,27,95.03990449,52.31,52.31,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"AeroVironment, Inc",AVAV,20.2,245,2025-09-08 0:00:00,3,2025-06-24 16:05:00,,249.73,2025-08-14 0:00:00,5,4,9,20.5,21.5,2025-09-12 0:00:00,,0.138,1119350.33,,,,,,,,,,,,,,,,,,,,,,,,"AeroVironment, Inc.",239.84,2.03,244.7,233.93,295.9,102.25,806357,898872,11975750000,154.91,0.99,34.64516454,0.8970765582,-2.760997365,-12.10788625,2.246664109,20,70,239.84,239.84,FALSE,,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"SailPoint, Inc.",SAIL,5.2,15,2025-09-09 0:00:00,1,2025-06-11 7:00:00,2025-08-12 9:34:18,19.83,2025-08-14 0:00:00,5,124,2,5.1,5.3,2025-09-19 0:00:00,,0.0792,,,,,,,,,,,,,,,,,,,,,,,,,Sailpoint Inc,20.5,5.07,20.5,19.49,26.35,15.05,1315238,3122242,11410072450,,,51.78727859,0.4212479366,0.1465559355,1.28458498,4.538500765,27,90,20.5,20.5,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"Casey’s General Stores, Inc.",CASY,36.95,490,2025-09-09 0:00:00,3,2025-06-09 16:30:00,,508.18,2025-08-14 0:00:00,5,5,1,31.5,34.9,2025-09-19 0:00:00,,0.0729,391850.5677,,,,,,,,,,,,,,,,,,,,,,,,Caseys General Stores Inc,503.26,-1.36,510.52,498.87,531.24,350.52,301761,206850,18711695325,34.39,0.69,13.6231022,1.458839739,-0.9018588532,-4.59706925,-1.422079448,27,94.58839739,503.26,503.26,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,Adobe Inc.,ADBE,21.21,345,2025-09-10 0:00:00,3,2025-06-12 16:05:00,2025-08-11 0:00:00,348.58,2025-08-14 0:00:00,4,176,11,20.4,21.65,2025-09-12 0:00:00,,0.1159,3898334.87,,,,,,,,,,,,,,,,,,,,,,,,Adobe Inc,362.09,2.45,362.65,354,587.75,330.04,3058636,4366242,153598540237,23.17,1.51,25.1135027,0.7005191192,2.040298718,-2.333171495,1.767847105,20,90,362.09,362.09,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-15 16:44:03,Long Calls,,"Dave & Buster's Entertainment, Inc.",PLAY,6.9,19,2025-09-10 0:00:00,3,2025-06-10 16:05:00,,25.99,2025-08-14 0:00:00,4,224,6,7.3,7.5,2025-09-19 0:00:00,,0.1076,1197914.935,,,,,,,,,,,,,,,,,,,,,,,,Dave & Buster's Entertainment Inc,25.34,5.67,25.55,23.96,43.73,15.08,887562,690977,876157000,25.04,2.14,65.77031574,1.284502957,-0.9382329945,-22.83800244,5.759599332,27,92.84502957,25.34,25.34,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"MongoDB, Inc.",MDB,18.65,210,2025-08-26 0:00:00,3,2025-06-04 16:05:00,2025-08-05 16:11:16,211.96,2025-08-21 0:00:00,5,182,138,18.5,19.1,2025-08-29 0:00:00,0.1693,0.1764,2382691.037,,,,,,,,,,,,,,,,,,,,,,,,Mongodb Inc,219.06,3.35,220,208.65,370,140.94,1804476,3128059,17900340930,,1.44,54.34068834,0.5768676358,0.3665353248,-9.243070804,3.805146188,6,72,219.06,219.06,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Abercrombie & Fitch Co.,ANF,6.93,92,2025-08-27 0:00:00,1,2025-05-28 7:30:00,2025-08-01 8:03:35,92.89,2025-08-21 0:00:00,5,19,17,7,8,2025-08-29 0:00:00,0.1491,0.1231,2408594.484,,,,,,,,,,,,,,,,,,,,,,,,Abercrombie & Fitch Co,98.46,6.03,98.73,91.86,171.47,65.4,2743869,1504415,4690959274,9.7,1.54,50.90292524,1.82387772,4.945640588,6.627680312,5.814078452,6,80.2387772,98.46,98.46,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,NetApp,NTAP,5.1,107,2025-08-27 0:00:00,3,2025-05-29 16:01:00,2025-07-31 16:05:51,107.775,2025-08-21 0:00:00,4,46,17,4.9,5.1,2025-08-29 0:00:00,0.0812,0.0837,1909089.392,,,,,,,,,,,,,,,,,,,,,,,,NetApp Inc,110.52,2.55,110.86,107.56,135.45,71.84,1331260,1334343,22113901920,19.48,1.44,22.85953259,0.9976894996,1.590219689,5.317324185,1.889923481,6,72,110.52,110.52,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,NVIDIA Corp.,NVDA,7.9,172.5,2025-08-27 0:00:00,3,2025-05-28 16:20:00,2025-07-30 17:05:27,174.98,2025-08-21 0:00:00,5,5868,4802,7.95,8,2025-08-29 0:00:00,0.0754,0.0739,195312181.3,,,,,,,,,,,,,,,,,,,,,,,,NVIDIA Corp,177.99,1.72,178.59,171.2,184.48,86.63,172789427,138323191,4342956000000,57.33,2.14,26.16687354,1.249171782,-1.36325852,2.587896254,3.116853021,6,74.49171782,177.99,177.99,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Snowflake,SNOW,13.3,192.5,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-04 9:21:57,194.68,2025-08-21 0:00:00,5,178,26,13.05,13.25,2025-08-29 0:00:00,0.1233,0.1481,4335448.12,,,,,,,,,,,,,,,,,,,,,,,,Snowflake Inc,196.81,1.08,199.91,191.24,229.27,107.13,3107867,5214015,65667230165,,1.22,39.64205553,0.5960602338,-1.140245128,-10.34121452,0.8454601353,6,72,196.81,196.81,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Urban Outfitters, Inc",URBN,5.2,72,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-10 20:42:05,73.89,2025-08-21 0:00:00,5,2,10,5.2,5.4,2025-08-29 0:00:00,0.1211,0.1271,2042942.368,,,,,,,,,,,,,,,,,,,,,,,,Urban Outfitters Inc,76.98,4.18,77.33,74.07,80.69,33.86,1486599,2278535,6900653000,16.13,1.44,39.46193035,0.6524363242,-0.7094028118,1.811929639,3.509479629,6,72,76.98,76.98,TRUE,2025-08-23,2025-08-23 16:06:46,0
