Run Date,Strategy,,company,ticker,price,strike,nextEPSDate,releaseTime,lastEPSTime,confirmDate,lastTrade,optionDate,score,openInterest,volume,bid,ask,expDate,epsImpact,avgEPSMove,avgVolume,Strike_Hit,Hit_Date,Max_Favorable,Min_Unfavorable,Day0_Check,Day1_Check,Day2_Check,Day3_Check,Day4_Check,Day5_Check,Exp_Result,Risk_Reward,OHLC_Volume,Hit_RSI,Hit_SMA20,Hit_SMA50,Hit_EMA9,Hit_EMA21,Hit_VWAP,Hit_RVOL,Hit_ATR,Hit_PriceVsSMA20,Hit_PriceVsVWAP,GF_Name,GF_Price,GF_ChangePct,GF_High,GF_Low,GF_High52,GF_Low52,GF_Volume,GF_AvgVol10,GF_MktCap,GF_PE,GF_Beta,HV_30D,RVOL_10,Ret_5D,Ret_20D,GapPct,Days_To_Exp,Success_Score,#REF!,#REF!,Ever_Hit_Strike,#REF!,Last_Update,Total_Hit_Days
2025-08-23 8:50:58,Long Calls,,Kroger Co.,KR,2.6,69,2025-09-12 0:00:00,1,8:00:00 AM,,69.56,2025-08-22 0:00:00,5,13,24,2.65,2.75,2025-09-19 0:00:00,,0.0559,7372139.45,"[""0.021304"",""0.020362"",""0.004927"",null,null,null]",2025-08-25,"[""0.021304"",""0.020362"",""0.004927"",""0.000000"",""0.000000"",""-0.016159""]","[""0.000000"",""0.001884"",""0.024493"",""0.032464"",""0.027536"",""0.027536""]",70.47,70.4,69.34,67.98,67.89,67.84,,0.66,,"[""66.11"",""62.31"",""54.47"",""41.37"",""75.95"",""70.76""]","[""70.28"",""70.16"",""69.13"",""67.81"",""67.65"",""67.69""]","[null,""70.14"",""69.27"",""67.69"",""67.62"",""67.64""]","[""70.32"",""70.27"",""69.15"",""67.88"",""67.73"",""67.78""]","[""70.28"",""70.20"",""69.16"",""67.83"",""67.67"",""67.71""]","[""70.25"",""70.13"",""69.60"",""68.84"",""68.28"",""67.45""]","[""1.45"",""0.49"",""0.11"",""9.48"",""3.58"",""0.00""]","[""0.0790"",""0.0920"",""0.1104"",""0.0911"",""0.0475"",""0.0489""]","[""0.17"",""0.30"",""0.15"",""-0.19"",""0.31"",""0.22""]","[""0.20"",""0.35"",""-0.53"",""-1.68"",""-0.62"",""0.58""]",Kroger Co,67.84,0,,,74.9,50.69,4863,5222304,44852807050,18.44,0.59,24.04186119,0.0009311981838,-0.2059429244,-7.98860708,,14,68,,67.30999756,FALSE,,2025-09-05 06:19:59,0
2025-08-23 8:50:58,Long Calls,,Oracle Corp.,ORCL,14.75,235,2025-09-15 0:00:00,3,4:05:00 PM,,236.37,2025-08-22 0:00:00,5,149,64,14.9,15.15,2025-09-19 0:00:00,,0.0993,11877880.22,"[""0.017149"",""0.008106"",""0.006511"",""0.029574"",""0.013702"",""0.013702""]",2025-08-29,"[""0.017149"",""0.008106"",""0.006511"",""0.029574"",""0.013702"",""0.013702""]","[""0.000000"",""0.009745"",""0.009872"",""0.000000"",""0.050596"",""0.050596""]",239.03,236.9,236.53,241.95,238.22,234.66,,3,,"[""59.47"",""58.23"",""51.98"",""77.35"",""16.72"",null]","[""238.75"",""236.35"",""236.23"",""240.75"",""239.98"",null]","[""238.52"",""236.17"",""231.47"",""240.59"",""240.16"",null]","[""238.80"",""236.54"",""236.22"",""241.34"",""239.34"",""236.62""]","[""238.72"",""236.40"",""234.32"",""240.96"",""239.81"",null]","[""237.17"",""236.89"",""235.83"",""236.82"",""237.16"",""236.60""]","[""1.08"",""1.21"",""1.10"",""1.61"",""0.42"",""1.73""]","[""0.1562"",""0.3094"",""0.1297"",""0.2198"",""0.4627"",null]","[""0.07"",""0.15"",""0.10"",""0.44"",""-1.00"",null]","[""0.73"",""-0.08"",""0.27"",""2.11"",""0.17"",""-0.82""]",Oracle Corp,223,0,,,260.87,118.86,186130,7403128,626369759000,51.36,1.46,34.33728032,0.02514207508,-5.432339595,-13.03669617,,14,88,236.5299988,232.6799927,TRUE,,2025-09-05 06:19:59,0
2025-08-23 8:50:58,Long Calls,,Ferguson plc,FERG,13,230,2025-09-16 0:00:00,1,6:45:00 AM,2025-08-18 0:00:00,233.62,2025-08-22 0:00:00,5,112,3,10.2,11.8,2025-09-19 0:00:00,,0.0947,1484238.638,"[""0.017348"",""0.017913"",""0.024652"",""0.025739"",""0.018065"",""0.018065""]",2025-08-29,"[""0.017348"",""0.017913"",""0.024652"",""0.025739"",""0.018065"",""0.018065""]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000"",""-0.003913""]",233.99,234.12,235.67,235.92,234.15,231.15,,,,"[null,""52.52"",""51.87"",""52.01"",""52.08"",""52.31""]","[null,""233.51"",""211.98"",""164.65"",""233.78"",""231.38""]","[null,""228.79"",""197.75"",""188.21"",""224.40"",""203.61""]","[null,""233.76"",""178.45"",""166.86"",""233.67"",""231.19""]","[null,""233.15"",""197.08"",""171.60"",""230.01"",""228.13""]","[""233.21"",""233.08"",""233.42"",""233.63"",""233.76"",""231.69""]","[""4.25"",""4.23"",""1.30"",""0.60"",""0.90"",""0.00""]","[null,""0.2057"",""67.3560"",""134.5586"",""0.1279"",""0.2325""]","[null,""0.19"",""11.18"",""43.28"",""0.16"",""-0.10""]","[""0.33"",""0.38"",""0.96"",""0.98"",""0.17"",""-0.24""]",Ferguson Enterprises Inc,238.17,0,,,238.21,146,379,770999,38448895690,29.73,1.12,18.49624897,0.000491570028,1.297209935,6.850605653,,14,88,235.6699982,232.3999939,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,Abercrombie & Fitch Co.,ANF,7,99,2025-08-27 0:00:00,1,2025-05-28 7:30:00,2025-08-01 8:03:35,99.76,2025-08-25 0:00:00,5,68,30,6.8,7.1,2025-08-29 0:00:00,0.1373,0.1231,2415462.88,"[""0.015050"",""0.009495"",null,null,null,null]",2025-08-26,"[""0.015050"",""0.009495"",""0.000000"",""0.000000"",""0.000000"",""-0.062121""]","[""0.030101"",""0.123636"",""0.035253"",""0.069444"",""0.055758"",""0.091717""]",100.02,99.94,98.51,97,93.48,,93.53,0.08,"[{""o"":""99.39"",""h"":""100.49"",""l"":""96.02"",""c"":""96.74"",""v"":3318100,""src"":""BACKFILL""},{""o"":""89.01"",""h"":""99.94"",""l"":""86.76"",""c"":""95.36"",""v"":6827500,""src"":""BACKFILL""},{""o"":""95.95"",""h"":""98.51"",""l"":""95.51"",""c"":""96.52"",""v"":2146300,""src"":""BACKFILL""},{""o"":""96.80"",""h"":""97.00"",""l"":""92.13"",""c"":""93.59"",""v"":1611121,""src"":""BACKFILL""},{""o"":""93.48"",""h"":""93.48"",""l"":""93.48"",""c"":""93.48"",""v"":0,""src"":""BACKFILL""}]","[""58.28"",""61.57"",""75.53"",""50.24"",""57.29"",""51.81""]","[""99.89"",""98.90"",""98.03"",""96.80"",""93.39"",""91.97""]","[""99.81"",""98.07"",""97.86"",""96.97"",""93.04"",""91.68""]","[""99.90"",""99.32"",""98.27"",""96.82"",""93.53"",""92.02""]","[""99.88"",""98.93"",""98.09"",""96.85"",""93.39"",""91.95""]","[""97.75"",""95.24"",""95.52"",""95.52"",""95.28"",""91.23""]","[""1.00"",""1.35"",""0.52"",""0.00"",""0.00"",""0.00""]","[""0.1010"",""0.5295"",""0.0986"",""0.1772"",""0.1502"",""0.1131""]","[""0.09"",""0.64"",""0.49"",""0.08"",""0.09"",""-0.05""]","[""-1.03"",""0.13"",""1.05"",""1.42"",""-1.89"",""0.76""]",Abercrombie & Fitch Co,93.48,0,,,167.71,65.4,13722,1433917,4453697713,8.85,1.44,50.0772303,0.009569591545,-1.97147651,-9.392265193,,-7,60,99.94000244,86.76000214,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,NVIDIA Corp.,NVDA,7.31,177.5,2025-08-27 0:00:00,3,2025-05-28 16:20:00,2025-07-30 17:05:27,179.81,2025-08-25 0:00:00,5,18522,21978,7.3,7.35,2025-08-29 0:00:00,0.0678,0.0739,193562177.4,"[""0.027549"",""0.028113"",""0.039268"",""0.003437"",null,null]",2025-08-26,"[""0.027549"",""0.028113"",""0.039268"",""0.003437"",""0.000000"",""-0.028851""]","[""0.000000"",""0.000000"",""0.006141"",""0.024535"",""0.032901"",""0.057915""]",182.39,182.49,184.47,178.11,171.66,,174.11,6.39,"[{""o"":""180.06"",""h"":""182.39"",""l"":""178.81"",""c"":""181.77"",""v"":168688200,""src"":""BACKFILL""},{""o"":""181.98"",""h"":""182.49"",""l"":""179.10"",""c"":""181.60"",""v"":235518900,""src"":""BACKFILL""},{""o"":""180.82"",""h"":""184.47"",""l"":""176.41"",""c"":""180.17"",""v"":281787800,""src"":""BACKFILL""},{""o"":""178.11"",""h"":""178.11"",""l"":""173.15"",""c"":""174.28"",""v"":215275001,""src"":""BACKFILL""},{""o"":""171.66"",""h"":""171.66"",""l"":""171.66"",""c"":""171.66"",""v"":0,""src"":""BACKFILL""}]","[""67.38"",""85.94"",""72.86"",""14.98"",""21.68"",""53.43""]","[""182.04"",""182.10"",""181.72"",""180.52"",""173.98"",""170.74""]","[""182.01"",""181.96"",""181.58"",""180.43"",""174.02"",""170.49""]","[""182.13"",""182.26"",""182.31"",""179.93"",""173.53"",""170.85""]","[""182.06"",""182.13"",""181.91"",""180.30"",""173.82"",""170.75""]","[""180.99"",""181.03"",""180.75"",""180.71"",""179.27"",""169.52""]","[""1.00"",""1.17"",""1.23"",""0.05"",""0.00"",""0.00""]","[""0.1333"",""0.0795"",""0.3671"",""0.4238"",""0.3794"",""0.1673""]","[""0.13"",""0.20"",""0.91"",""-1.58"",""-1.33"",""0.03""]","[""0.43"",""0.31"",""-0.32"",""-1.68"",""-4.25"",""0.74""]",NVIDIA Corp,171.66,0,,,184.48,86.62,7501652,140040850,4171338088989,48.86,2.11,24.70565555,0.05356759831,-5.473568282,-4.325047375,,-7,60,182.4900055,179.1002045,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,Snowflake,SNOW,12.32,192.5,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-04 9:21:57,194.68,2025-08-25 0:00:00,5,179,63,12.15,12.45,2025-08-29 0:00:00,0.1152,0.1481,4346777.513,"[""0.020779"",""0.052156"",""0.298649"",""0.253247"",""0.152727"",""0.222129""]",2025-09-02,"[""0.020779"",""0.052156"",""0.298649"",""0.253247"",""0.152727"",""0.222129""]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000"",""-0.186493""]",195.42,202.54,249.99,241.25,221.9,,238.66,,"[{""o"":""195.20"",""h"":""196.50"",""l"":""193.42"",""c"":""194.35"",""v"":4665900,""src"":""BACKFILL""},{""o"":""201.75"",""h"":""202.54"",""l"":""196.66"",""c"":""200.39"",""v"":17841900,""src"":""BACKFILL""},{""o"":""222.00"",""h"":""249.99"",""l"":""218.09"",""c"":""241.00"",""v"":42167400,""src"":""BACKFILL""},{""o"":""241.04"",""h"":""241.25"",""l"":""233.29"",""c"":""238.68"",""v"":10956442,""src"":""BACKFILL""},{""o"":""221.90"",""h"":""221.90"",""l"":""221.90"",""c"":""221.90"",""v"":0,""src"":""BACKFILL""}]","[null,""81.71"",""78.00"",""29.87"",""8.99"",""58.17""]","[null,""201.74"",""247.77"",""241.32"",""236.88"",""233.36""]","[null,""201.21"",""245.51"",""242.35"",""237.01"",""233.09""]","[null,""202.09"",""248.27"",""240.81"",""234.81"",""233.52""]","[null,""201.78"",""247.46"",""241.26"",""236.27"",""233.36""]","[""194.76"",""198.80"",""223.29"",""223.50"",""225.28"",""232.31""]","[""1.00"",""1.59"",""1.96"",""0.05"",""0.00"",""0.00""]","[null,""0.1833"",""0.6845"",""0.5601"",""1.4900"",""0.2459""]","[null,""0.36"",""0.88"",""-0.44"",""-6.32"",""0.10""]","[""-0.21"",""0.80"",""7.93"",""7.49"",""-1.50"",""0.55""]",Snowflake Inc,221.9,0,,,249.99,107.13,52425,2848425,74038708163,,1.22,68.61413933,0.01840490798,10.73406857,5.395649283,,-7,60,202.5399933,,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,"Urban Outfitters, Inc",URBN,4.7,76,2025-08-27 0:00:00,3,2025-05-21 16:05:00,2025-08-10 20:42:05,76.5,2025-08-25 0:00:00,5,199,4,4.4,4.6,2025-08-29 0:00:00,0.1137,0.1271,2018741.204,"[""0.023684"",""0.030395"",""0.039474"",null,null,null]",2025-08-26,"[""0.023684"",""0.030395"",""0.039474"",""0.000000"",""0.000000"",""-0.107763""]","[""0.002237"",""0.000000"",""0.092895"",""0.119618"",""0.061184"",""0.138158""]",77.43,78.31,79,69.54,71.35,,67.07,0.42,"[{""o"":""76.08"",""h"":""77.80"",""l"":""75.83"",""c"":""76.26"",""v"":1710400,""src"":""BACKFILL""},{""o"":""76.51"",""h"":""78.31"",""l"":""76.45"",""c"":""78.01"",""v"":3562800,""src"":""BACKFILL""},{""o"":""76.75"",""h"":""79.00"",""l"":""68.94"",""c"":""69.70"",""v"":8475700,""src"":""BACKFILL""},{""o"":""69.42"",""h"":""69.54"",""l"":""66.91"",""c"":""67.04"",""v"":2602313,""src"":""BACKFILL""},{""o"":""71.35"",""h"":""71.35"",""l"":""71.35"",""c"":""71.35"",""v"":0,""src"":""BACKFILL""}]","[null,""65.79"",""30.00"",""15.48"",""94.23"",""53.16""]","[null,""78.10"",""78.06"",""69.78"",""67.29"",""67.62""]","[null,""77.85"",""77.93"",""70.56"",""67.18"",""67.44""]","[null,""78.14"",""77.91"",""69.46"",""67.88"",""67.63""]","[null,""78.07"",""77.99"",""69.80"",""67.44"",""67.60""]","[""76.63"",""77.28"",""74.36"",""74.33"",""73.28"",""66.74""]","[""1.00"",""1.35"",""1.85"",""0.03"",""0.00"",""0.00""]","[null,""0.0891"",""0.3298"",""0.1906"",""0.3642"",""0.0813""]","[null,""0.17"",""-1.00"",""-1.70"",""6.03"",""-0.02""]","[""-0.48"",""0.95"",""-6.27"",""-7.72"",""-2.64"",""1.30""]",Urban Outfitters Inc,71.35,0,,,80.69,33.86,2886,1630515,6399829441,13.96,1.29,53.15480045,0.001769992916,-8.537367004,-10.57776664,,-7,60,78.30999756,,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,Burlington Stores Inc,BURL,15.2,275,2025-08-28 0:00:00,1,2025-05-29 6:45:00,2025-08-14 16:15:51,280.38,2025-08-25 0:00:00,5,1,2,15.2,15.9,2025-09-05 0:00:00,0.1015,0.07,1087491.412,"[""0.025527"",""0.028218"",""0.123636"",""0.078709"",""0.055236"",""0.077673""]",2025-09-02,"[""0.025527"",""0.028218"",""0.123636"",""0.078709"",""0.055236"",""0.077673""]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]",281.35,282.76,309,296.64,290.19,296.36,,,,"[""55.17"",""58.67"",""95.76"",""64.88"",""78.57"",""70.82""]","[""280.91"",""282.15"",""289.05"",""295.02"",""289.46"",""295.69""]","[""280.71"",""281.21"",""284.36"",""296.12"",""288.87"",""295.06""]","[""280.84"",""282.35"",""300.49"",""295.37"",""289.76"",""296.08""]","[""280.84"",""282.07"",""292.63"",""295.32"",""289.48"",""295.66""]","[""279.89"",""280.23"",""291.11"",""291.13"",""289.96"",""290.00""]","[""1.00"",""1.22"",""1.71"",""0.01"",""0.55"",""4.78""]","[""0.1877"",""0.2797"",""2.2431"",""0.4694"",""0.1798"",""0.3021""]","[""0.04"",""0.07"",""6.53"",""0.55"",""0.25"",""0.22""]","[""-0.30"",""0.03"",""1.43"",""1.90"",""0.08"",""2.19""]",Burlington Stores Inc,301.35,0,,,309,212.92,776,847651,18995603661,35.66,1.72,30.96036826,0.0009154711078,7.509810917,6.49162485,,0,60,282.7600098,278.2600098,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,Dollar General Corporation,DG,4.55,112,2025-08-28 0:00:00,1,2025-06-03 6:50:00,2025-07-31 7:27:38,112.35,2025-08-25 0:00:00,5,58,178,4.65,4.8,2025-08-29 0:00:00,0.0817,0.1137,3295065.509,"[""0.004286"",null,""0.026786"",""0.016250"",null,null]",2025-08-28,"[""0.004286"",""0.000000"",""0.026786"",""0.016250"",""0.000000"",""-0.009554""]","[""0.017143"",""0.017768"",""0.056339"",""0.040917"",""0.031786"",""0.032679""]",110.86,111.33,114.98,113.82,108.44,,108.76,0.47,"[{""o"":""112.43"",""h"":""112.48"",""l"":""110.08"",""c"":""110.50"",""v"":2717700,""src"":""BACKFILL""},{""o"":""110.58"",""h"":""111.33"",""l"":""110.01"",""c"":""111.20"",""v"":3621600,""src"":""BACKFILL""},{""o"":""114.98"",""h"":""115.00"",""l"":""105.69"",""c"":""111.71"",""v"":7421200,""src"":""BACKFILL""},{""o"":""112.18"",""h"":""113.82"",""l"":""107.42"",""c"":""108.79"",""v"":3665171,""src"":""BACKFILL""},{""o"":""108.44"",""h"":""108.44"",""l"":""108.44"",""c"":""108.44"",""v"":0,""src"":""BACKFILL""}]","[""61.99"",""78.02"",""92.95"",""64.26"",""44.64"",""65.45""]","[""110.76"",""110.84"",""111.30"",""111.90"",""108.63"",""110.22""]","[""110.68"",""110.88"",""111.03"",""112.11"",""108.38"",""110.24""]","[""110.79"",""111.03"",""112.38"",""112.31"",""108.68"",""110.35""]","[""110.76"",""110.91"",""111.62"",""112.09"",""108.62"",""110.26""]","[""111.02"",""110.92"",""110.86"",""110.87"",""110.53"",""110.07""]","[""1.00"",""1.14"",""1.62"",""0.02"",""0.00"",""0.00""]","[""0.0436"",""0.0934"",""0.3909"",""0.3456"",""0.1519"",""0.0945""]","[""0.06"",""0.45"",""2.91"",""0.84"",""-0.18"",""0.22""]","[""-0.47"",""0.25"",""0.77"",""1.78"",""-1.89"",""0.36""]",Dollar General Corp,108.44,0,,,117.95,66.43,1204,2545165,23868295177,20.06,0.29,23.30619581,0.0004730538099,-2.482014388,-4.306388987,,-7,40,,110.0100021,FALSE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,Dell Technologies,DELL,5.85,131,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-18 19:50:29,131.01,2025-08-25 0:00:00,4,543,168,5.6,5.8,2025-08-29 0:00:00,0.0901,0.1214,5538001.612,"[""0.011450"",""0.012748"",""0.031908"",null,null,null]",2025-08-26,"[""0.011450"",""0.012748"",""0.031908"",""0.000000"",""0.000000"",""-0.073435""]","[""0.005572"",""0.002672"",""0.000000"",""0.086794"",""0.033053"",""0.101527""]",131.81,132.67,135.18,124.31,126.67,,122.15,5.73,"[{""o"":""131.19"",""h"":""132.50"",""l"":""130.27"",""c"":""130.99"",""v"":3735700,""src"":""BACKFILL""},{""o"":""130.93"",""h"":""132.67"",""l"":""130.65"",""c"":""132.50"",""v"":3799300,""src"":""BACKFILL""},{""o"":""133.70"",""h"":""135.18"",""l"":""132.74"",""c"":""134.05"",""v"":11144100,""src"":""BACKFILL""},{""o"":""121.74"",""h"":""124.31"",""l"":""119.63"",""c"":""122.14"",""v"":23217807,""src"":""BACKFILL""},{""o"":""126.67"",""h"":""126.67"",""l"":""126.67"",""c"":""126.67"",""v"":0,""src"":""BACKFILL""}]","[""64.45"",""61.08"",""68.40"",""76.61"",""87.60"",""44.31""]","[""131.59"",""132.43"",""134.10"",""123.18"",""122.34"",""121.07""]","[""131.40"",""132.28"",""133.87"",""123.01"",""122.15"",""121.01""]","[""131.71"",""132.45"",""134.54"",""123.68"",""123.14"",""121.11""]","[""131.61"",""132.41"",""134.27"",""123.31"",""122.57"",""121.09""]","[""131.25"",""131.60"",""133.03"",""127.75"",""126.76"",""119.71""]","[""1.00"",""1.01"",""1.79"",""2.23"",""0.00"",""0.00""]","[""0.0842"",""0.0837"",""0.3287"",""0.2400"",""0.5376"",""0.1357""]","[""0.14"",""0.05"",""0.79"",""0.79"",""3.54"",""-0.09""]","[""-0.20"",""0.68"",""0.77"",""-2.82"",""-0.07"",""1.04""]",Dell Technologies Inc,126.67,0,,,147.66,66.25,32831,4057774,85677256033,0,,42.59587892,0.008090889241,-4.4,-1.147182769,,-7,60,132.6678925,130.6540985,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,"Autodesk, Inc.",ADSK,8.37,285,2025-08-28 0:00:00,3,2025-05-22 16:01:00,2025-08-04 8:05:38,285.34,2025-08-25 0:00:00,5,35,34,8,8.7,2025-08-29 0:00:00,0.0587,0.0328,1517818.549,"[""0.005860"",""0.005509"",""0.033298"",""0.145439"",""0.122561"",""0.120947""]",2025-09-02,"[""0.005860"",""0.005509"",""0.033298"",""0.145439"",""0.122561"",""0.120947""]","[""0.011404"",""0.006316"",""0.000000"",""0.000000"",""0.000000"",""-0.097053""]",283.65,286.57,294.49,326.45,319.93,,314.7,2.96,"[{""o"":""285.34"",""h"":""286.67"",""l"":""281.75"",""c"":""282.45"",""v"":1922200,""src"":""BACKFILL""},{""o"":""283.46"",""h"":""286.57"",""l"":""283.20"",""c"":""285.95"",""v"":1389200,""src"":""BACKFILL""},{""o"":""288.66"",""h"":""294.49"",""l"":""287.79"",""c"":""288.49"",""v"":4151600,""src"":""BACKFILL""},{""o"":""318.00"",""h"":""326.45"",""l"":""307.26"",""c"":""314.48"",""v"":4395216,""src"":""BACKFILL""},{""o"":""319.93"",""h"":""319.93"",""l"":""319.93"",""c"":""319.93"",""v"":0,""src"":""BACKFILL""}]","[null,""57.23"",""78.49"",""84.40"",""86.87"",""63.46""]","[null,""286.16"",""293.70"",""301.45"",""314.35"",""318.89""]","[null,""285.73"",""293.25"",""296.59"",""314.45"",""318.34""]","[null,""286.31"",""293.96"",""312.24"",""315.35"",""319.12""]","[null,""286.15"",""293.71"",""306.21"",""314.65"",""318.90""]","[""283.62"",""284.30"",""287.61"",""290.64"",""297.52"",""316.81""]","[""1.00"",""0.84"",""1.67"",""0.05"",""0.00"",""0.00""]","[null,""0.1615"",""0.2175"",""3.4228"",""0.7413"",""0.2138""]","[null,""0.05"",""0.25"",""7.33"",""1.78"",""0.09""]","[""-0.41"",""0.58"",""0.30"",""11.32"",""7.53"",""0.74""]",Autodesk Inc,319.93,0,,,326.62,232.67,1769,1184561,68145088439,66.33,1.49,33.66921359,0.001493380248,11.88319636,4.833213186,,-7,60,286.5700073,,TRUE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,"Affirm Holdings, Inc.",AFRM,5.65,77,2025-08-28 0:00:00,3,2025-05-08 16:05:00,2025-07-31 16:11:15,77.39,2025-08-25 0:00:00,4,197,345,5.5,5.65,2025-08-29 0:00:00,0.1405,0.1556,6372003.627,"[""0.032792"",""0.025325"",""0.052597"",""0.298701"",""0.164416"",""0.119739""]",2025-09-02,"[""0.032792"",""0.025325"",""0.052597"",""0.298701"",""0.164416"",""0.119739""]","[""0.000000"",""0.007403"",""0.000000"",""0.000000"",""0.000000"",""-0.059740""]",79.11,78.95,81.05,100,89.66,,88.45,7.1,"[{""o"":""78.32"",""h"":""79.53"",""l"":""77.75"",""c"":""77.95"",""v"":19333200,""src"":""BACKFILL""},{""o"":""77.65"",""h"":""78.95"",""l"":""76.43"",""c"":""77.59"",""v"":6791300,""src"":""BACKFILL""},{""o"":""78.25"",""h"":""81.05"",""l"":""78.00"",""c"":""79.99"",""v"":13987400,""src"":""BACKFILL""},{""o"":""92.00"",""h"":""100.00"",""l"":""86.76"",""c"":""88.50"",""v"":41690832,""src"":""BACKFILL""},{""o"":""89.66"",""h"":""89.66"",""l"":""89.66"",""c"":""89.66"",""v"":0,""src"":""BACKFILL""}]","[""51.22"",""55.02"",""73.56"",""89.42"",""78.39"",""48.88""]","[""78.60"",""78.35"",""80.47"",""86.29"",""87.71"",""82.17""]","[""78.68"",""78.58"",""80.44"",""82.54"",""87.46"",""82.33""]","[""78.55"",""78.16"",""80.64"",""92.47"",""88.37"",""82.25""]","[""78.59"",""78.31"",""80.52"",""88.73"",""87.91"",""82.23""]","[""78.41"",""78.21"",""78.72"",""81.40"",""85.55"",""83.44""]","[""1.00"",""0.52"",""1.05"",""0.16"",""0.00"",""0.00""]","[""0.1199"",""0.2493"",""0.1260"",""1.5787"",""0.3693"",""0.1668""]","[""0.04"",""0.22"",""0.70"",""13.85"",""2.22"",""0.06""]","[""-0.58"",""-0.80"",""1.61"",""20.69"",""4.81"",""-1.46""]",Affirm Holdings Inc,89.66,0,,,100,30.9,178299,3330773,29197807090,585.9,3.64,68.82709525,0.05353081702,15.55612837,16.01966874,,-7,40,,76.43000031,FALSE,,2025-09-05 06:19:59,0
2025-08-26 8:07:19,Long Calls,,ULTA Beauty,ULTA,21.4,522.5,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-15 9:16:19,524.37,2025-08-25 0:00:00,5,19,8,19.3,21,2025-08-29 0:00:00,0.0742,0.0769,730096.7853,"[""0.009301"",""0.027541"",""0.030794"",""0.028402"",""0.013397"",""0.020172""]",2025-09-02,"[""0.009301"",""0.027541"",""0.030794"",""0.028402"",""0.013397"",""0.020172""]","[""0.004785"",""0.000000"",""0.000000"",""0.058373"",""0.000000"",""0.069378""]",526.62,536.89,538.59,537.34,529.5,,492.73,6.44,"[{""o"":""524.47"",""h"":""527.36"",""l"":""520.00"",""c"":""526.06"",""v"":0,""src"":""BACKFILL""},{""o"":""526.85"",""h"":""536.89"",""l"":""526.85"",""c"":""533.81"",""v"":0,""src"":""BACKFILL""},{""o"":""534.38"",""h"":""538.59"",""l"":""526.17"",""c"":""530.63"",""v"":0,""src"":""BACKFILL""},{""o"":""526.85"",""h"":""537.34"",""l"":""492.00"",""c"":""492.72"",""v"":0,""src"":""BACKFILL""},{""o"":""529.50"",""h"":""529.50"",""l"":""529.50"",""c"":""529.50"",""v"":0,""src"":""BACKFILL""}]","[""67.93"",""75.41"",""67.08"",""81.69"",""92.89"",""83.67""]","[""523.80"",""532.97"",""533.87"",""530.98"",""495.46"",""519.00""]","[""523.50"",""530.00"",""533.20"",""529.67"",""494.16"",""515.28""]","[""524.15"",""534.87"",""534.13"",""532.12"",""500.40"",""520.97""]","[""523.85"",""533.33"",""533.82"",""531.07"",""496.67"",""519.08""]","[""524.47"",""527.99"",""529.75"",""529.85"",""517.58"",""508.38""]","[""1.00"",""0.87"",""1.39"",""0.13"",""0.00"",""2.55""]","[""0.4563"",""0.8389"",""0.6713"",""1.6808"",""3.3933"",""0.9700""]","[""0.24"",""0.64"",""0.19"",""1.20"",""6.87"",""0.96""]","[""0.30"",""1.10"",""0.17"",""1.41"",""2.30"",""3.07""]",Ulta Beauty Inc,529.5,0,,,539,309.01,297,593311,23741910000,20.3,1.06,37.68506479,0.0005005806398,-0.8074033832,2.578507914,,-7,60,536.8900146,,TRUE,,2025-09-05 06:19:59,0
