ID,Entry_Time,Trade_Type,Exit_Type,Exit_Time,Duration,Price_Change,Return_Pct,Entry_Last,Entry_Volume,Entry_ATR14_W,Entry_RSI14_W,Entry_EMA9,Entry_EMA20,Entry_EMA50,Entry_VWAP,Entry_RVOL20,Entry_RVOL_MOD,Entry_RVOL_MOD_EXCL,Entry_OBV,Entry_StochRSI_K,Entry_StochRSI_D,Exit_Last,Exit_Volume,Exit_ATR14_W,Exit_RSI14_W,Exit_EMA9,Exit_EMA20,Exit_EMA50,Exit_VWAP,Exit_RVOL20,Exit_RVOL_MOD,Exit_RVOL_MOD_EXCL,Exit_OBV,Exit_StochRSI_K,Exit_StochRSI_D,Entry_Hour,Entry_Minute,Entry_TimeValue,Time_0935_1430,Time_0930_1000,Time_1000_1400,Time_1400_1555,Entry_RVOL_GTE_0.5,Exit_RVOL_GTE_0.5,Entry_RVOL_GTE_0.8,Exit_RVOL_GTE_0.8,Entry_RVOL_GTE_1.0,Exit_RVOL_GTE_1.0,Entry_RVOL_GTE_1.2,Exit_RVOL_GTE_1.2,Entry_RVOL_GTE_1.5,Exit_RVOL_GTE_1.5,Entry_RVOL_GTE_2.0,Exit_RVOL_GTE_2.0,Entry_RVOL_GTE_3.0,Exit_RVOL_GTE_3.0,Entry_RVOL_GTE_5.0,Exit_RVOL_GTE_5.0,Entry_RSI_GT_20,Entry_RSI_LT_20,Exit_RSI_GT_20,Exit_RSI_LT_20,Entry_RSI_GT_30,Entry_RSI_LT_30,Exit_RSI_GT_30,Exit_RSI_LT_30,Entry_RSI_GT_40,Entry_RSI_LT_40,Exit_RSI_GT_40,Exit_RSI_LT_40,Entry_RSI_GT_45,Entry_RSI_LT_45,Exit_RSI_GT_45,Exit_RSI_LT_45,Entry_RSI_GT_50,Entry_RSI_LT_50,Exit_RSI_GT_50,Exit_RSI_LT_50,Entry_RSI_GT_55,Entry_RSI_LT_55,Exit_RSI_GT_55,Exit_RSI_LT_55,Entry_RSI_GT_60,Entry_RSI_LT_60,Exit_RSI_GT_60,Exit_RSI_LT_60,Entry_RSI_GT_70,Entry_RSI_LT_70,Exit_RSI_GT_70,Exit_RSI_LT_70,Entry_RSI_GT_80,Entry_RSI_LT_80,Exit_RSI_GT_80,Exit_RSI_LT_80,Entry_EMA9_GT_EMA20,Entry_EMA9_LT_EMA20,Entry_EMA20_GT_EMA50,Entry_EMA20_LT_EMA50,Exit_EMA9_GT_EMA20,Exit_EMA9_LT_EMA20,Exit_EMA20_GT_EMA50,Exit_EMA20_LT_EMA50,Entry_Price_GT_VWAP,Entry_Price_LT_VWAP,Exit_Price_GT_VWAP,Exit_Price_LT_VWAP,Entry_Price_GT_EMA9,Entry_Price_LT_EMA9,Exit_Price_GT_EMA9,Exit_Price_LT_EMA9,Entry_Price_GT_EMA20,Entry_Price_LT_EMA20,Exit_Price_GT_EMA20,Exit_Price_LT_EMA20,Entry_Price_GT_EMA50,Entry_Price_LT_EMA50,Exit_Price_GT_EMA50,Exit_Price_LT_EMA50,Entry_OBV_Percentile,Entry_OBV_Top_80pct,Entry_OBV_Bottom_20pct,Entry_OBV_Top_60pct,Entry_OBV_Bottom_40pct,Entry_OBV_Top_40pct,Entry_OBV_Bottom_60pct,Entry_OBV_Top_20pct,Entry_OBV_Bottom_80pct,CALL_Bias_Met,CALL_Momentum_Met,CALL_Full_Setup,PUT_Bias_Met,PUT_Momentum_Met,PUT_Full_Setup,Entry_ATR_GTE_0.05,Entry_ATR_GTE_0.08,Entry_ATR_GTE_0.1,Entry_ATR_GTE_0.15,Entry_ATR_GTE_0.2,Entry_StochRSI_GT_20,Entry_StochRSI_LT_20,Entry_StochRSI_GT_30,Entry_StochRSI_LT_30,Entry_StochRSI_GT_50,Entry_StochRSI_LT_50,Entry_StochRSI_GT_70,Entry_StochRSI_LT_70,Entry_StochRSI_GT_80,Entry_StochRSI_LT_80,Trade_Profitable,Return_GT_0.05pct,Return_GT_0.1pct,Return_GT_0.15pct,Return_GT_0.2pct,Return_GT_0.3pct,Return_GT_0.5pct,Duration_LTE_5min,Duration_LTE_10min,Duration_LTE_15min,Duration_LTE_20min,Duration_LTE_30min,Duration_LTE_45min,Duration_LTE_60min
4,2025-08-08 14:27:00,CALL,STOP_LOSS,2025-08-08 14:32:00,5.0,0.11,0.05,220.42,37353.0,0.0708974126638384,42.40121277079388,220.4449134310722,220.4935134235636,220.529978312925,220.6875729560643,1.1834576365698644,1.0901529301891195,1.090550972155356,-44981991.0,23.24835651667082,24.9183310259112,220.53,14329.0,0.070360573050278,52.73545135285125,220.46869803309377,220.48401049694223,220.51797786756228,220.6857392486845,0.4582735665158704,0.3755352043911171,0.3745881714925398,-44936917.0,68.44757816379422,50.33154893957626,14,27,1427,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,9.23,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
4,2025-08-08 14:27:00,CALL,RUNNER,2025-08-08 14:49:00,22.0,0.36,0.16,220.42,37353.0,0.0708974126638384,42.40121277079388,220.4449134310722,220.4935134235636,220.529978312925,220.6875729560643,1.1834576365698644,1.0901529301891195,1.090550972155356,-44981991.0,23.24835651667082,24.9183310259112,220.78,24614.0,0.0584629697448351,70.74320481062608,220.6906914046122,220.625237144814,220.5746984036469,220.68424223217187,1.0110578028983603,0.6926744655642998,0.6918136881899963,-44792680.0,99.51071844347818,98.26614859161,14,27,1427,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,9.23,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
5,2025-08-08 13:49:00,PUT,EXIT,2025-08-08 14:14:00,25.0,-0.17,0.08,220.66,28901.0,0.0799730450711199,56.58284812583941,220.69056448368457,220.62846899958305,220.53550381021773,220.70026778394944,1.0383679863184485,0.9053982972956722,0.9050516599350842,-44633381.0,55.73900159992264,66.00973822519776,220.49,9473.0,0.0679057386645515,41.48810938295226,220.5353950364029,220.5672611885324,220.5646715245592,220.69356285170775,0.2000937840600893,0.289317380613835,0.2884873282652065,-44924650.0,11.498292041812334,19.41115502409343,13,49,1349,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,27.59,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
5,2025-08-08 13:49:00,PUT,STOP_LOSS,2025-08-08 14:05:00,16.0,-0.15,0.07,220.66,28901.0,0.0799730450711199,56.58284812583941,220.69056448368457,220.62846899958305,220.53550381021773,220.70026778394944,1.0383679863184485,0.9053982972956722,0.9050516599350842,-44633381.0,55.73900159992264,66.00973822519776,220.515,88281.0,0.0745191321592783,42.476869617130816,220.59769775571527,220.6144777491245,220.57539491745732,220.6962264888597,2.0479338210305205,2.232232121191112,2.2434241019192056,-44950686.0,19.74719874795134,22.09391346963296,13,49,1349,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,27.59,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
5,2025-08-08 13:49:00,PUT,RUNNER,2025-08-08 14:26:00,37.0,-0.34,0.15,220.66,28901.0,0.0799730450711199,56.58284812583941,220.69056448368457,220.62846899958305,220.53550381021773,220.70026778394944,1.0383679863184485,0.9053982972956722,0.9050516599350842,-44633381.0,55.73900159992264,66.00973822519776,220.32,62444.0,0.0678895213302865,31.77411771149788,220.45114178884023,220.50125167867557,220.53446722365663,220.68824347333808,2.0175180689414525,1.8861095721134515,1.8929003296078737,-45019344.0,12.77339141312755,25.753318280531385,13,49,1349,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,27.59,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
6,2025-08-08 13:03:00,PUT,EXIT,2025-08-08 13:23:00,20.0,0.28,-0.13,220.175,25991.0,0.0897419310705637,33.38194483935051,220.24327076337835,220.36757371327624,220.5123553265005,220.7290292632948,0.7998830535337836,0.8054634530608837,0.8048295714183809,-44980237.0,42.60061447060895,34.77127339452927,220.46,39417.0,0.0925453550708973,62.20972716315824,220.31161095888496,220.2936145349936,220.3786715962713,220.70607216526795,1.082264691790554,1.160074303305638,1.1608266049657534,-44768066.0,95.60885723403972,89.46939659991288,13,3,1303,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,9.32,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6,2025-08-08 13:03:00,PUT,STOP_LOSS,2025-08-08 13:32:00,29.0,0.46,-0.21,220.175,25991.0,0.0897419310705637,33.38194483935051,220.24327076337835,220.36757371327624,220.5123553265005,220.7290292632948,0.7998830535337836,0.8054634530608837,0.8048295714183809,-44980237.0,42.60061447060895,34.77127339452927,220.64,30541.0,0.0989457464279879,71.33237524680568,220.50284784292148,220.4195673273126,220.41308785834653,220.7019765467146,0.9171471471471472,0.8528431226832773,0.8523353210465487,-44587919.0,96.2356946717287,92.12288540510448,13,3,1303,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,9.32,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6,2025-08-08 13:03:00,PUT,RUNNER,2025-08-08 13:48:00,45.0,0.59,-0.27,220.175,25991.0,0.0897419310705637,33.38194483935051,220.24327076337835,220.36757371327624,220.5123553265005,220.7290292632948,0.7998830535337836,0.8054634530608837,0.8048295714183809,-44980237.0,42.60061447060895,34.77127339452927,220.77,22479.0,0.0757402023842836,70.9546529316331,220.69820560460568,220.6251499469076,220.53042233308372,220.7002651026908,0.8108576066372081,0.683348343042145,0.6824734185934515,-44604480.0,83.60850239988396,71.14510653783533,13,3,1303,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,9.32,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,2025-08-08 12:20:00,PUT,EXIT,2025-08-08 12:33:00,13.0,-0.54,0.24,221.11,17947.0,0.1062832136131799,71.72175387384732,221.0474065315516,220.85999026236496,220.6095920395524,220.74262706322835,0.3794648756595493,0.5711218818039232,0.5701437930157243,-44584027.0,71.50710255872382,81.14213677593341,220.57,31423.0,0.0995858054882936,35.72440561368312,220.75254457995155,220.8154709073335,220.70119480416244,220.7485399982461,0.7807683945709227,1.0167281434025754,1.0167961798518066,-44894600.0,1.8731219341572527,4.2335461255540245,12,20,1220,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,30.19,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
7,2025-08-08 12:20:00,PUT,STOP_LOSS,2025-08-08 12:50:00,30.0,-0.59,0.27,221.11,17947.0,0.1062832136131799,71.72175387384732,221.0474065315516,220.85999026236496,220.6095920395524,220.74262706322835,0.3794648756595493,0.5711218818039232,0.5701437930157243,-44584027.0,71.50710255872382,81.14213677593341,220.52,22845.0,0.0854313842116934,35.57227880746861,220.61815636369613,220.6727385305928,220.67718784245443,220.7458002451968,0.890924619470476,0.7167444939460218,0.7159333257201108,-44764619.0,19.968504979199047,39.25750144074675,12,20,1220,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,30.19,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
7,2025-08-08 12:20:00,PUT,RUNNER,2025-08-08 13:02:00,42.0,-1.02,0.46,221.11,17947.0,0.1062832136131799,71.72175387384732,221.0474065315516,220.85999026236496,220.6095920395524,220.74262706322835,0.3794648756595493,0.5711218818039232,0.5701437930157243,-44584027.0,71.50710255872382,81.14213677593341,220.09,44482.0,0.0881836180759928,25.54290144643056,220.26033845422293,220.38784463046323,220.5261249316638,220.73012516924632,1.3585899154890002,1.0090466778722635,1.009083636797803,-45006228.0,25.82158650978636,30.85660285648943,12,20,1220,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,30.19,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
8,2025-08-08 11:45:00,CALL,EXIT,2025-08-08 11:56:00,11.0,0.61,0.28,219.86,65163.0,0.122080873503082,34.71132399990162,219.89876257613727,220.0404317621512,220.28120185954936,220.76483431393143,1.4263497000666518,1.7457971918517077,1.7510208174859272,-45157174.0,18.70990163444732,12.056201954681034,220.47,51930.0,0.1129629234210328,67.75564839047243,220.233517049818,220.15332913234735,220.2451671871761,220.73759592199147,1.0724829539646037,1.3791201495249577,1.3812147348722013,-44832389.0,97.94135817428824,92.73415464055,11,45,1145,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
8,2025-08-08 11:45:00,CALL,STOP_LOSS,2025-08-08 12:05:00,20.0,0.78,0.35,219.86,65163.0,0.122080873503082,34.71132399990162,219.89876257613727,220.0404317621512,220.28120185954936,220.76483431393143,1.4263497000666518,1.7457971918517077,1.7510208174859272,-45157174.0,18.70990163444732,12.056201954681034,220.64,42301.0,0.0985709457334902,71.03984591558167,220.4878583672359,220.3606907682707,220.31927100291077,220.7298318170381,0.992783130126618,1.145518876830475,1.1461860436533198,-44762002.0,93.45615848356704,90.33575061096349,11,45,1145,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
8,2025-08-08 11:45:00,CALL,RUNNER,2025-08-08 12:16:00,31.0,1.31,0.6,219.86,65163.0,0.122080873503082,34.71132399990162,219.89876257613727,220.0404317621512,220.28120185954936,220.76483431393143,1.4263497000666518,1.7457971918517077,1.7510208174859272,-45157174.0,18.70990163444732,12.056201954681034,221.175,67964.0,0.1106071543070573,78.73992401745174,220.8928870399208,220.7134377898804,220.5142350682308,220.73447994603424,1.587354230554537,1.8273135263797724,1.8333806488188555,-44549331.0,76.92752153796816,78.10891066949875,11,45,1145,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
9,2025-08-08 10:15:00,PUT,EXIT,2025-08-08 11:01:00,46.0,-0.83,0.38,221.18,91897.0,0.1856507612479039,54.348431519726944,221.2825056461193,221.12327206926184,220.95451907730663,220.86859100349025,0.8514539583709736,1.3358564020854655,1.3376534399718103,-44223967.0,43.72312680355643,65.26997973472022,220.35,107287.0,0.1222772362590307,25.865737112443668,220.5487712760521,220.6796719774413,220.82210944211687,220.8805158557609,2.1541757522457945,2.161080572507007,2.171164158604121,-44838187.0,4.106495780970161,6.842962724055042,10,15,1015,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,49.15,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
9,2025-08-08 10:15:00,PUT,STOP_LOSS,2025-08-08 11:19:00,64.0,-0.84,0.38,221.18,91897.0,0.1856507612479039,54.348431519726944,221.2825056461193,221.12327206926184,220.95451907730663,220.86859100349025,0.8514539583709736,1.3358564020854655,1.3376534399718103,-44223967.0,43.72312680355643,65.26997973472022,220.34,26535.0,0.1121589045785948,38.13502810811202,220.433322270448,220.49356602624567,220.64265874174748,220.84507077898155,0.5069072924158761,0.6371560293905777,0.6362326167150573,-44816034.0,43.84389936981896,56.3860194818205,10,15,1015,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,49.15,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
9,2025-08-08 10:15:00,PUT,RUNNER,2025-08-08 11:40:00,85.0,-1.35,0.61,221.18,91897.0,0.1856507612479039,54.348431519726944,221.2825056461193,221.12327206926184,220.95451907730663,220.86859100349025,0.8514539583709736,1.3358564020854655,1.3376534399718103,-44223967.0,43.72312680355643,65.26997973472022,219.83,54652.0,0.1204490892931531,27.105616453943924,220.05309868205936,220.180892424024,220.3823048663732,220.78852866029905,1.2696967127326289,1.3830112946435231,1.385133381562428,-45195813.0,8.268780454038906,20.806951288242,10,15,1015,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,49.15,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
10,2025-08-08 10:38:00,PUT,EXIT,2025-08-08 11:01:00,23.0,-0.81,0.37,221.1591,33111.0,0.1446679811882312,56.05993188735506,221.09934365615783,221.05694411044928,220.99938571019192,220.90050063537117,0.5379262278636071,0.6512037598223832,0.650296475959122,-44404070.0,83.65229386273782,75.2610191235869,220.35,107287.0,0.1222772362590307,25.865737112443668,220.5487712760521,220.6796719774413,220.82210944211687,220.8805158557609,2.1541757522457945,2.161080572507007,2.171164158604121,-44838187.0,4.106495780970161,6.842962724055042,10,38,1038,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,39.67,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
10,2025-08-08 10:38:00,PUT,STOP_LOSS,2025-08-08 11:19:00,41.0,-0.82,0.37,221.1591,33111.0,0.1446679811882312,56.05993188735506,221.09934365615783,221.05694411044928,220.99938571019192,220.90050063537117,0.5379262278636071,0.6512037598223832,0.650296475959122,-44404070.0,83.65229386273782,75.2610191235869,220.34,26535.0,0.1121589045785948,38.13502810811202,220.433322270448,220.49356602624567,220.64265874174748,220.84507077898155,0.5069072924158761,0.6371560293905777,0.6362326167150573,-44816034.0,43.84389936981896,56.3860194818205,10,38,1038,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,39.67,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
10,2025-08-08 10:38:00,PUT,RUNNER,2025-08-08 11:40:00,62.0,-1.33,0.6,221.1591,33111.0,0.1446679811882312,56.05993188735506,221.09934365615783,221.05694411044928,220.99938571019192,220.90050063537117,0.5379262278636071,0.6512037598223832,0.650296475959122,-44404070.0,83.65229386273782,75.2610191235869,219.83,54652.0,0.1204490892931531,27.105616453943924,220.05309868205936,220.180892424024,220.3823048663732,220.78852866029905,1.2696967127326289,1.3830112946435231,1.385133381562428,-45195813.0,8.268780454038906,20.806951288242,10,38,1038,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,39.67,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
11,2025-08-08 09:41:00,CALL,EXIT,2025-08-08 09:53:00,12.0,0.43,0.2,220.3,81426.0,0.1639220268256102,27.044028278533705,220.5468120582204,220.72498083341708,220.9094795990744,220.87909669384663,0.8240059301387157,0.8943863248282158,0.8940086466729738,-44389368.0,7.918291223499691,9.967369707534582,220.73,130238.0,0.1820137677752711,53.97874822347788,220.5429923134758,220.5806985685702,220.75527526534717,220.75461883881664,1.15463519031737,1.697525969785042,1.702275495247698,-44318869.0,89.95984222471365,83.31346291577837,9,41,941,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,40.44,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
11,2025-08-08 09:41:00,CALL,STOP_LOSS,2025-08-08 10:01:00,20.0,0.56,0.25,220.3,81426.0,0.1639220268256102,27.044028278533705,220.5468120582204,220.72498083341708,220.9094795990744,220.87909669384663,0.8240059301387157,0.8943863248282158,0.8940086466729738,-44389368.0,7.918291223499691,9.967369707534582,220.86,162461.0,0.1735127230026335,59.231730999664485,220.6056015980953,220.5881058078372,220.7083006976423,220.7315414868501,1.7535219172700232,1.8886385023580592,1.895375717714843,-44048452.0,74.55410030886493,67.6473432530039,9,41,941,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,40.44,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
